,place,tw_visit,ym
193,(V&A)_CHILDHOOD,181.0,2014_03
194,(V&A)_CHILDHOOD,192.0,2014_04
195,(V&A)_CHILDHOOD,186.0,2014_05
196,(V&A)_CHILDHOOD,211.0,2014_06
197,(V&A)_CHILDHOOD,212.0,2014_07
198,(V&A)_CHILDHOOD,220.0,2014_08
199,(V&A)_CHILDHOOD,238.0,2014_09
200,(V&A)_CHILDHOOD,233.0,2014_10
201,(V&A)_CHILDHOOD,206.0,2014_11
202,(V&A)_CHILDHOOD,154.0,2014_12
203,(V&A)_CHILDHOOD,153.0,2015_01
204,(V&A)_CHILDHOOD,152.0,2015_02
205,(V&A)_CHILDHOOD,194.0,2015_03
206,(V&A)_CHILDHOOD,183.0,2015_04
207,(V&A)_CHILDHOOD,128.0,2015_05
208,(V&A)_CHILDHOOD,108.0,2015_06
209,(V&A)_CHILDHOOD,105.0,2015_07
210,(V&A)_CHILDHOOD,112.0,2015_08
211,(V&A)_CHILDHOOD,85.0,2015_09
212,(V&A)_CHILDHOOD,105.0,2015_10
213,(V&A)_CHILDHOOD,104.0,2015_11
214,(V&A)_CHILDHOOD,69.0,2015_12
215,(V&A)_CHILDHOOD,75.0,2016_01
216,(V&A)_CHILDHOOD,108.0,2016_02
217,(V&A)_CHILDHOOD,121.0,2016_03
218,(V&A)_CHILDHOOD,129.0,2016_04
219,(V&A)_CHILDHOOD,111.0,2016_05
220,(V&A)_CHILDHOOD,87.0,2016_06
221,(V&A)_CHILDHOOD,126.0,2016_07
222,(V&A)_CHILDHOOD,114.0,2016_08
223,(V&A)_SOUTH_KENSINGTON,711.0,2014_01
224,(V&A)_SOUTH_KENSINGTON,744.0,2014_02
225,(V&A)_SOUTH_KENSINGTON,659.0,2014_03
226,(V&A)_SOUTH_KENSINGTON,691.0,2014_04
227,(V&A)_SOUTH_KENSINGTON,704.0,2014_05
228,(V&A)_SOUTH_KENSINGTON,584.0,2014_06
229,(V&A)_SOUTH_KENSINGTON,710.0,2014_07
230,(V&A)_SOUTH_KENSINGTON,651.0,2014_08
231,(V&A)_SOUTH_KENSINGTON,851.0,2014_09
232,(V&A)_SOUTH_KENSINGTON,702.0,2014_10
233,(V&A)_SOUTH_KENSINGTON,649.0,2014_11
234,(V&A)_SOUTH_KENSINGTON,413.0,2014_12
235,(V&A)_SOUTH_KENSINGTON,536.0,2015_01
236,(V&A)_SOUTH_KENSINGTON,502.0,2015_02
237,(V&A)_SOUTH_KENSINGTON,959.0,2015_03
238,(V&A)_SOUTH_KENSINGTON,781.0,2015_04
239,(V&A)_SOUTH_KENSINGTON,689.0,2015_05
240,(V&A)_SOUTH_KENSINGTON,619.0,2015_06
241,(V&A)_SOUTH_KENSINGTON,742.0,2015_07
242,(V&A)_SOUTH_KENSINGTON,587.0,2015_08
243,(V&A)_SOUTH_KENSINGTON,663.0,2015_09
244,(V&A)_SOUTH_KENSINGTON,487.0,2015_10
245,(V&A)_SOUTH_KENSINGTON,410.0,2015_11
246,(V&A)_SOUTH_KENSINGTON,312.0,2015_12
247,(V&A)_SOUTH_KENSINGTON,443.0,2016_01
248,(V&A)_SOUTH_KENSINGTON,408.0,2016_02
249,(V&A)_SOUTH_KENSINGTON,440.0,2016_03
250,(V&A)_SOUTH_KENSINGTON,432.0,2016_04
251,(V&A)_SOUTH_KENSINGTON,329.0,2016_05
252,(V&A)_SOUTH_KENSINGTON,386.0,2016_06
253,(V&A)_SOUTH_KENSINGTON,482.0,2016_07
254,(V&A)_SOUTH_KENSINGTON,497.0,2016_08
255,BRITISH_MUSEUM,192.0,2014_04
256,BRITISH_MUSEUM,976.0,2014_05
257,BRITISH_MUSEUM,1069.0,2014_06
258,BRITISH_MUSEUM,996.0,2014_07
259,BRITISH_MUSEUM,891.0,2014_08
260,BRITISH_MUSEUM,898.0,2014_09
261,BRITISH_MUSEUM,958.0,2014_10
262,BRITISH_MUSEUM,838.0,2014_11
263,BRITISH_MUSEUM,763.0,2014_12
264,BRITISH_MUSEUM,780.0,2015_01
265,BRITISH_MUSEUM,888.0,2015_02
266,BRITISH_MUSEUM,929.0,2015_03
267,BRITISH_MUSEUM,880.0,2015_04
268,BRITISH_MUSEUM,561.0,2015_05
269,BRITISH_MUSEUM,553.0,2015_06
270,BRITISH_MUSEUM,649.0,2015_07
271,BRITISH_MUSEUM,662.0,2015_08
272,BRITISH_MUSEUM,791.0,2015_09
273,BRITISH_MUSEUM,755.0,2015_10
274,BRITISH_MUSEUM,636.0,2015_11
275,BRITISH_MUSEUM,468.0,2015_12
276,BRITISH_MUSEUM,577.0,2016_01
277,BRITISH_MUSEUM,513.0,2016_02
278,BRITISH_MUSEUM,630.0,2016_03
279,BRITISH_MUSEUM,615.0,2016_04
280,BRITISH_MUSEUM,554.0,2016_05
281,BRITISH_MUSEUM,548.0,2016_06
282,BRITISH_MUSEUM,581.0,2016_07
283,BRITISH_MUSEUM,569.0,2016_08
284,CHURCHILL_WAR_ROOMS_(IWM),153.0,2014_04
285,CHURCHILL_WAR_ROOMS_(IWM),699.0,2014_05
286,CHURCHILL_WAR_ROOMS_(IWM),807.0,2014_06
287,CHURCHILL_WAR_ROOMS_(IWM),806.0,2014_07
288,CHURCHILL_WAR_ROOMS_(IWM),579.0,2014_08
289,CHURCHILL_WAR_ROOMS_(IWM),706.0,2014_09
290,CHURCHILL_WAR_ROOMS_(IWM),669.0,2014_10
291,CHURCHILL_WAR_ROOMS_(IWM),679.0,2014_11
292,CHURCHILL_WAR_ROOMS_(IWM),465.0,2014_12
293,CHURCHILL_WAR_ROOMS_(IWM),476.0,2015_01
294,CHURCHILL_WAR_ROOMS_(IWM),583.0,2015_02
295,CHURCHILL_WAR_ROOMS_(IWM),805.0,2015_03
296,CHURCHILL_WAR_ROOMS_(IWM),646.0,2015_04
297,CHURCHILL_WAR_ROOMS_(IWM),389.0,2015_05
298,CHURCHILL_WAR_ROOMS_(IWM),348.0,2015_06
299,CHURCHILL_WAR_ROOMS_(IWM),359.0,2015_07
300,CHURCHILL_WAR_ROOMS_(IWM),331.0,2015_08
301,CHURCHILL_WAR_ROOMS_(IWM),408.0,2015_09
302,CHURCHILL_WAR_ROOMS_(IWM),280.0,2015_10
303,CHURCHILL_WAR_ROOMS_(IWM),299.0,2015_11
304,CHURCHILL_WAR_ROOMS_(IWM),271.0,2015_12
305,CHURCHILL_WAR_ROOMS_(IWM),264.0,2016_01
306,CHURCHILL_WAR_ROOMS_(IWM),241.0,2016_02
307,CHURCHILL_WAR_ROOMS_(IWM),542.0,2016_03
308,CHURCHILL_WAR_ROOMS_(IWM),1011.0,2016_04
309,CHURCHILL_WAR_ROOMS_(IWM),985.0,2016_05
310,CHURCHILL_WAR_ROOMS_(IWM),1344.0,2016_06
311,CHURCHILL_WAR_ROOMS_(IWM),1723.0,2016_07
312,CHURCHILL_WAR_ROOMS_(IWM),713.0,2016_08
313,GEFFRYE_MUSEUM,249.0,2014_01
314,GEFFRYE_MUSEUM,225.0,2014_02
315,GEFFRYE_MUSEUM,236.0,2014_03
316,GEFFRYE_MUSEUM,256.0,2014_04
317,GEFFRYE_MUSEUM,220.0,2014_05
318,GEFFRYE_MUSEUM,208.0,2014_06
319,GEFFRYE_MUSEUM,235.0,2014_07
320,GEFFRYE_MUSEUM,199.0,2014_08
321,GEFFRYE_MUSEUM,202.0,2014_09
322,GEFFRYE_MUSEUM,170.0,2014_10
323,GEFFRYE_MUSEUM,138.0,2014_11
324,GEFFRYE_MUSEUM,165.0,2014_12
325,GEFFRYE_MUSEUM,174.0,2015_01
326,GEFFRYE_MUSEUM,146.0,2015_02
327,GEFFRYE_MUSEUM,161.0,2015_03
328,GEFFRYE_MUSEUM,136.0,2015_04
329,GEFFRYE_MUSEUM,86.0,2015_05
330,GEFFRYE_MUSEUM,84.0,2015_06
331,GEFFRYE_MUSEUM,97.0,2015_07
332,GEFFRYE_MUSEUM,75.0,2015_08
333,GEFFRYE_MUSEUM,83.0,2015_09
334,GEFFRYE_MUSEUM,76.0,2015_10
335,GEFFRYE_MUSEUM,72.0,2015_11
336,GEFFRYE_MUSEUM,62.0,2015_12
337,GEFFRYE_MUSEUM,57.0,2016_01
338,GEFFRYE_MUSEUM,63.0,2016_02
339,GEFFRYE_MUSEUM,53.0,2016_03
340,GEFFRYE_MUSEUM,88.0,2016_04
341,GEFFRYE_MUSEUM,67.0,2016_05
342,GEFFRYE_MUSEUM,67.0,2016_06
343,GEFFRYE_MUSEUM,69.0,2016_07
344,GEFFRYE_MUSEUM,58.0,2016_08
345,HMS_BELFAST_(IWM),180.0,2014_01
346,HMS_BELFAST_(IWM),150.0,2014_02
347,HMS_BELFAST_(IWM),227.0,2014_03
348,HMS_BELFAST_(IWM),233.0,2014_04
349,HMS_BELFAST_(IWM),266.0,2014_05
350,HMS_BELFAST_(IWM),250.0,2014_06
351,HMS_BELFAST_(IWM),241.0,2014_07
352,HMS_BELFAST_(IWM),210.0,2014_08
353,HMS_BELFAST_(IWM),192.0,2014_09
354,HMS_BELFAST_(IWM),138.0,2014_10
355,HMS_BELFAST_(IWM),169.0,2014_11
356,HMS_BELFAST_(IWM),110.0,2014_12
357,HMS_BELFAST_(IWM),110.0,2015_01
358,HMS_BELFAST_(IWM),115.0,2015_02
359,HMS_BELFAST_(IWM),189.0,2015_03
360,HMS_BELFAST_(IWM),196.0,2015_04
361,HMS_BELFAST_(IWM),398.0,2015_05
362,HMS_BELFAST_(IWM),241.0,2015_06
363,HMS_BELFAST_(IWM),101.0,2015_07
364,HMS_BELFAST_(IWM),57.0,2015_08
365,HMS_BELFAST_(IWM),50.0,2015_09
366,HMS_BELFAST_(IWM),55.0,2015_10
367,HMS_BELFAST_(IWM),32.0,2015_11
368,HMS_BELFAST_(IWM),41.0,2015_12
369,HMS_BELFAST_(IWM),38.0,2016_01
370,HMS_BELFAST_(IWM),37.0,2016_02
371,HMS_BELFAST_(IWM),50.0,2016_03
372,HMS_BELFAST_(IWM),52.0,2016_04
373,HMS_BELFAST_(IWM),65.0,2016_05
374,HMS_BELFAST_(IWM),68.0,2016_06
375,HMS_BELFAST_(IWM),111.0,2016_07
376,HMS_BELFAST_(IWM),77.0,2016_08
377,HORNIMAN_MUSEUM,25.0,2014_01
378,HORNIMAN_MUSEUM,34.0,2014_02
379,HORNIMAN_MUSEUM,40.0,2014_03
380,HORNIMAN_MUSEUM,39.0,2014_04
381,HORNIMAN_MUSEUM,40.0,2014_05
382,HORNIMAN_MUSEUM,35.0,2014_06
383,HORNIMAN_MUSEUM,0.0,2014_07
384,HORNIMAN_MUSEUM,0.0,2014_08
385,HORNIMAN_MUSEUM,0.0,2014_09
386,HORNIMAN_MUSEUM,0.0,2014_10
387,HORNIMAN_MUSEUM,0.0,2014_11
388,HORNIMAN_MUSEUM,1.0,2014_12
389,HORNIMAN_MUSEUM,29.0,2015_01
390,HORNIMAN_MUSEUM,28.0,2015_02
391,HORNIMAN_MUSEUM,47.0,2015_03
392,HORNIMAN_MUSEUM,70.0,2015_04
393,HORNIMAN_MUSEUM,44.0,2015_05
394,HORNIMAN_MUSEUM,27.0,2015_06
395,HORNIMAN_MUSEUM,31.0,2015_07
396,HORNIMAN_MUSEUM,45.0,2015_08
397,HORNIMAN_MUSEUM,46.0,2015_09
398,HORNIMAN_MUSEUM,47.0,2015_10
399,HORNIMAN_MUSEUM,35.0,2015_11
400,HORNIMAN_MUSEUM,22.0,2015_12
401,HORNIMAN_MUSEUM,31.0,2016_01
402,HORNIMAN_MUSEUM,43.0,2016_02
403,HORNIMAN_MUSEUM,30.0,2016_03
404,HORNIMAN_MUSEUM,48.0,2016_04
405,HORNIMAN_MUSEUM,46.0,2016_05
406,HORNIMAN_MUSEUM,31.0,2016_06
407,HORNIMAN_MUSEUM,70.0,2016_07
408,HORNIMAN_MUSEUM,52.0,2016_08
409,IWM_DUXFORD,13.0,2014_01
410,IWM_DUXFORD,15.0,2014_02
411,IWM_DUXFORD,38.0,2014_03
412,IWM_DUXFORD,39.0,2014_04
413,IWM_DUXFORD,41.0,2014_05
414,IWM_DUXFORD,31.0,2014_06
415,IWM_DUXFORD,47.0,2014_07
416,IWM_DUXFORD,41.0,2014_08
417,IWM_DUXFORD,55.0,2014_09
418,IWM_DUXFORD,22.0,2014_10
419,IWM_DUXFORD,30.0,2014_11
420,IWM_DUXFORD,18.0,2014_12
421,IWM_DUXFORD,10.0,2015_01
422,IWM_DUXFORD,15.0,2015_02
423,IWM_DUXFORD,26.0,2015_03
424,IWM_DUXFORD,31.0,2015_04
425,IWM_DUXFORD,26.0,2015_05
426,IWM_DUXFORD,13.0,2015_06
427,IWM_DUXFORD,13.0,2015_07
428,IWM_DUXFORD,14.0,2015_08
429,IWM_DUXFORD,62.0,2015_09
430,IWM_DUXFORD,22.0,2015_10
431,IWM_DUXFORD,14.0,2015_11
432,IWM_DUXFORD,29.0,2015_12
433,IWM_DUXFORD,8.0,2016_01
434,IWM_DUXFORD,12.0,2016_02
435,IWM_DUXFORD,22.0,2016_03
436,IWM_DUXFORD,19.0,2016_04
437,IWM_DUXFORD,34.0,2016_05
438,IWM_DUXFORD,25.0,2016_06
439,IWM_DUXFORD,57.0,2016_07
440,IWM_DUXFORD,23.0,2016_08
441,IWM_NORTH,65.0,2014_01
442,IWM_NORTH,57.0,2014_02
443,IWM_NORTH,65.0,2014_03
444,IWM_NORTH,67.0,2014_04
445,IWM_NORTH,93.0,2014_05
446,IWM_NORTH,82.0,2014_06
447,IWM_NORTH,111.0,2014_07
448,IWM_NORTH,90.0,2014_08
449,IWM_NORTH,57.0,2014_09
450,IWM_NORTH,67.0,2014_10
451,IWM_NORTH,66.0,2014_11
452,IWM_NORTH,41.0,2014_12
453,IWM_NORTH,46.0,2015_01
454,IWM_NORTH,46.0,2015_02
455,IWM_NORTH,65.0,2015_03
456,IWM_NORTH,49.0,2015_04
457,IWM_NORTH,19.0,2015_05
458,IWM_NORTH,17.0,2015_06
459,IWM_NORTH,14.0,2015_07
460,IWM_NORTH,29.0,2015_08
461,IWM_NORTH,13.0,2015_09
462,IWM_NORTH,17.0,2015_10
463,IWM_NORTH,28.0,2015_11
464,IWM_NORTH,18.0,2015_12
465,IWM_NORTH,6.0,2016_01
466,IWM_NORTH,20.0,2016_02
467,IWM_NORTH,18.0,2016_03
468,IWM_NORTH,12.0,2016_04
469,IWM_NORTH,16.0,2016_05
470,IWM_NORTH,22.0,2016_06
471,IWM_NORTH,19.0,2016_07
472,IWM_NORTH,17.0,2016_08
473,NATIONAL_COAL_MINING_MUSEUM,5.0,2014_01
474,NATIONAL_COAL_MINING_MUSEUM,9.0,2014_02
475,NATIONAL_COAL_MINING_MUSEUM,1.0,2014_03
476,NATIONAL_COAL_MINING_MUSEUM,3.0,2014_04
477,NATIONAL_COAL_MINING_MUSEUM,2.0,2014_05
478,NATIONAL_COAL_MINING_MUSEUM,4.0,2014_06
479,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_07
480,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_08
481,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_09
482,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_10
483,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_11
484,NATIONAL_COAL_MINING_MUSEUM,3.0,2014_12
485,NATIONAL_COAL_MINING_MUSEUM,5.0,2015_01
486,NATIONAL_COAL_MINING_MUSEUM,11.0,2015_02
487,NATIONAL_COAL_MINING_MUSEUM,6.0,2015_03
488,NATIONAL_COAL_MINING_MUSEUM,7.0,2015_04
489,NATIONAL_COAL_MINING_MUSEUM,5.0,2015_05
490,NATIONAL_COAL_MINING_MUSEUM,2.0,2015_06
491,NATIONAL_COAL_MINING_MUSEUM,2.0,2015_07
492,NATIONAL_COAL_MINING_MUSEUM,5.0,2015_08
493,NATIONAL_COAL_MINING_MUSEUM,0.0,2015_09
494,NATIONAL_COAL_MINING_MUSEUM,3.0,2015_10
495,NATIONAL_COAL_MINING_MUSEUM,0.0,2015_11
496,NATIONAL_COAL_MINING_MUSEUM,2.0,2015_12
497,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_01
498,NATIONAL_COAL_MINING_MUSEUM,4.0,2016_02
499,NATIONAL_COAL_MINING_MUSEUM,4.0,2016_03
500,NATIONAL_COAL_MINING_MUSEUM,1.0,2016_04
501,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_05
502,NATIONAL_COAL_MINING_MUSEUM,7.0,2016_06
503,NATIONAL_COAL_MINING_MUSEUM,3.0,2016_07
504,NATIONAL_COAL_MINING_MUSEUM,3.0,2016_08
505,NATIONAL_GALLERY,386.0,2014_04
506,NATIONAL_GALLERY,1792.0,2014_05
507,NATIONAL_GALLERY,2048.0,2014_06
508,NATIONAL_GALLERY,2080.0,2014_07
509,NATIONAL_GALLERY,1701.0,2014_08
510,NATIONAL_GALLERY,1698.0,2014_09
511,NATIONAL_GALLERY,1671.0,2014_10
512,NATIONAL_GALLERY,1512.0,2014_11
513,NATIONAL_GALLERY,1633.0,2014_12
514,NATIONAL_GALLERY,1696.0,2015_01
515,NATIONAL_GALLERY,1439.0,2015_02
516,NATIONAL_GALLERY,1737.0,2015_03
517,NATIONAL_GALLERY,1696.0,2015_04
518,NATIONAL_GALLERY,1095.0,2015_05
519,NATIONAL_GALLERY,1193.0,2015_06
520,NATIONAL_GALLERY,1068.0,2015_07
521,NATIONAL_GALLERY,1312.0,2015_08
522,NATIONAL_GALLERY,1525.0,2015_09
523,NATIONAL_GALLERY,1360.0,2015_10
524,NATIONAL_GALLERY,1209.0,2015_11
525,NATIONAL_GALLERY,1123.0,2015_12
526,NATIONAL_GALLERY,1279.0,2016_01
527,NATIONAL_GALLERY,1303.0,2016_02
528,NATIONAL_GALLERY,1562.0,2016_03
529,NATIONAL_GALLERY,1453.0,2016_04
