,fl_visit,place,ym
81,1.0,(RA)_FORT_NELSON,2015_06
82,1.0,(RA)_FORT_NELSON,2015_07
83,1.0,(RA)_FORT_NELSON,2015_08
84,0.0,(RA)_FORT_NELSON,2015_09
85,1.0,(RA)_FORT_NELSON,2015_10
86,0.0,(RA)_FORT_NELSON,2015_11
87,0.0,(RA)_FORT_NELSON,2015_12
88,0.0,(RA)_FORT_NELSON,2016_01
89,0.0,(RA)_FORT_NELSON,2016_02
90,0.0,(RA)_FORT_NELSON,2016_03
91,1.0,(RA)_FORT_NELSON,2016_04
92,3.0,(RA)_FORT_NELSON,2016_05
93,0.0,(RA)_FORT_NELSON,2016_06
94,1.0,(RA)_FORT_NELSON,2016_07
95,0.0,(RA)_FORT_NELSON,2016_08
96,0.0,(RA)_LEEDS,2014_01
97,1.0,(RA)_LEEDS,2014_02
98,4.0,(RA)_LEEDS,2014_03
99,5.0,(RA)_LEEDS,2014_04
100,2.0,(RA)_LEEDS,2014_05
101,3.0,(RA)_LEEDS,2014_06
102,2.0,(RA)_LEEDS,2014_07
103,2.0,(RA)_LEEDS,2014_08
104,1.0,(RA)_LEEDS,2014_09
105,1.0,(RA)_LEEDS,2014_10
106,1.0,(RA)_LEEDS,2014_11
107,1.0,(RA)_LEEDS,2014_12
108,2.0,(RA)_LEEDS,2015_01
109,4.0,(RA)_LEEDS,2015_02
110,3.0,(RA)_LEEDS,2015_03
111,0.0,(RA)_LEEDS,2015_04
112,5.0,(RA)_LEEDS,2015_05
113,2.0,(RA)_LEEDS,2015_06
114,1.0,(RA)_LEEDS,2015_07
115,0.0,(RA)_LEEDS,2015_08
116,1.0,(RA)_LEEDS,2015_09
117,2.0,(RA)_LEEDS,2015_10
118,1.0,(RA)_LEEDS,2015_11
119,1.0,(RA)_LEEDS,2015_12
120,3.0,(RA)_LEEDS,2016_01
121,0.0,(RA)_LEEDS,2016_02
122,3.0,(RA)_LEEDS,2016_03
123,0.0,(RA)_LEEDS,2016_04
124,3.0,(RA)_LEEDS,2016_05
125,1.0,(RA)_LEEDS,2016_06
126,0.0,(RA)_LEEDS,2016_07
127,1.0,(RA)_LEEDS,2016_08
128,8.0,(RA)_WHITE_TOWER,2014_01
129,16.0,(RA)_WHITE_TOWER,2014_02
130,19.0,(RA)_WHITE_TOWER,2014_03
131,15.0,(RA)_WHITE_TOWER,2014_04
132,19.0,(RA)_WHITE_TOWER,2014_05
133,10.0,(RA)_WHITE_TOWER,2014_06
134,15.0,(RA)_WHITE_TOWER,2014_07
135,37.0,(RA)_WHITE_TOWER,2014_08
136,27.0,(RA)_WHITE_TOWER,2014_09
137,32.0,(RA)_WHITE_TOWER,2014_10
138,63.0,(RA)_WHITE_TOWER,2014_11
139,10.0,(RA)_WHITE_TOWER,2014_12
140,2.0,(RA)_WHITE_TOWER,2015_01
141,6.0,(RA)_WHITE_TOWER,2015_02
142,7.0,(RA)_WHITE_TOWER,2015_03
143,10.0,(RA)_WHITE_TOWER,2015_04
144,14.0,(RA)_WHITE_TOWER,2015_05
145,11.0,(RA)_WHITE_TOWER,2015_06
146,14.0,(RA)_WHITE_TOWER,2015_07
147,10.0,(RA)_WHITE_TOWER,2015_08
148,8.0,(RA)_WHITE_TOWER,2015_09
149,18.0,(RA)_WHITE_TOWER,2015_10
150,7.0,(RA)_WHITE_TOWER,2015_11
151,12.0,(RA)_WHITE_TOWER,2015_12
152,1.0,(RA)_WHITE_TOWER,2016_01
153,4.0,(RA)_WHITE_TOWER,2016_02
154,8.0,(RA)_WHITE_TOWER,2016_03
155,8.0,(RA)_WHITE_TOWER,2016_04
156,12.0,(RA)_WHITE_TOWER,2016_05
157,16.0,(RA)_WHITE_TOWER,2016_06
158,18.0,(RA)_WHITE_TOWER,2016_07
159,18.0,(RA)_WHITE_TOWER,2016_08
160,0.0,(V&A)_BLYTHE_HOUSE,2014_01
161,0.0,(V&A)_BLYTHE_HOUSE,2014_02
162,0.0,(V&A)_BLYTHE_HOUSE,2014_03
163,0.0,(V&A)_BLYTHE_HOUSE,2014_04
164,0.0,(V&A)_BLYTHE_HOUSE,2014_05
165,0.0,(V&A)_BLYTHE_HOUSE,2014_06
166,0.0,(V&A)_BLYTHE_HOUSE,2014_07
167,0.0,(V&A)_BLYTHE_HOUSE,2014_08
168,0.0,(V&A)_BLYTHE_HOUSE,2014_09
169,0.0,(V&A)_BLYTHE_HOUSE,2014_10
170,0.0,(V&A)_BLYTHE_HOUSE,2014_11
171,0.0,(V&A)_BLYTHE_HOUSE,2014_12
172,0.0,(V&A)_BLYTHE_HOUSE,2015_01
173,0.0,(V&A)_BLYTHE_HOUSE,2015_02
174,0.0,(V&A)_BLYTHE_HOUSE,2015_03
175,0.0,(V&A)_BLYTHE_HOUSE,2015_04
176,0.0,(V&A)_BLYTHE_HOUSE,2015_05
177,0.0,(V&A)_BLYTHE_HOUSE,2015_06
178,0.0,(V&A)_BLYTHE_HOUSE,2015_07
179,0.0,(V&A)_BLYTHE_HOUSE,2015_08
180,0.0,(V&A)_BLYTHE_HOUSE,2015_09
181,0.0,(V&A)_BLYTHE_HOUSE,2015_10
182,0.0,(V&A)_BLYTHE_HOUSE,2015_11
183,0.0,(V&A)_BLYTHE_HOUSE,2015_12
184,0.0,(V&A)_BLYTHE_HOUSE,2016_01
185,0.0,(V&A)_BLYTHE_HOUSE,2016_02
186,0.0,(V&A)_BLYTHE_HOUSE,2016_03
187,0.0,(V&A)_BLYTHE_HOUSE,2016_04
188,0.0,(V&A)_BLYTHE_HOUSE,2016_05
189,0.0,(V&A)_BLYTHE_HOUSE,2016_06
190,0.0,(V&A)_BLYTHE_HOUSE,2016_07
191,1.0,(V&A)_BLYTHE_HOUSE,2016_08
192,0.0,(V&A)_CHILDHOOD,2014_01
193,2.0,(V&A)_CHILDHOOD,2014_02
194,2.0,(V&A)_CHILDHOOD,2014_03
195,0.0,(V&A)_CHILDHOOD,2014_04
196,1.0,(V&A)_CHILDHOOD,2014_05
197,1.0,(V&A)_CHILDHOOD,2014_06
198,0.0,(V&A)_CHILDHOOD,2014_07
199,2.0,(V&A)_CHILDHOOD,2014_08
200,2.0,(V&A)_CHILDHOOD,2014_09
201,1.0,(V&A)_CHILDHOOD,2014_10
202,3.0,(V&A)_CHILDHOOD,2014_11
203,0.0,(V&A)_CHILDHOOD,2014_12
204,3.0,(V&A)_CHILDHOOD,2015_01
205,2.0,(V&A)_CHILDHOOD,2015_02
206,0.0,(V&A)_CHILDHOOD,2015_03
207,1.0,(V&A)_CHILDHOOD,2015_04
208,2.0,(V&A)_CHILDHOOD,2015_05
209,2.0,(V&A)_CHILDHOOD,2015_06
210,0.0,(V&A)_CHILDHOOD,2015_07
211,1.0,(V&A)_CHILDHOOD,2015_08
212,1.0,(V&A)_CHILDHOOD,2015_09
213,0.0,(V&A)_CHILDHOOD,2015_10
214,1.0,(V&A)_CHILDHOOD,2015_11
215,3.0,(V&A)_CHILDHOOD,2015_12
216,1.0,(V&A)_CHILDHOOD,2016_01
217,1.0,(V&A)_CHILDHOOD,2016_02
218,1.0,(V&A)_CHILDHOOD,2016_03
219,6.0,(V&A)_CHILDHOOD,2016_04
220,1.0,(V&A)_CHILDHOOD,2016_05
221,1.0,(V&A)_CHILDHOOD,2016_06
222,1.0,(V&A)_CHILDHOOD,2016_07
223,0.0,(V&A)_CHILDHOOD,2016_08
224,25.0,(V&A)_SOUTH_KENSINGTON,2014_01
225,39.0,(V&A)_SOUTH_KENSINGTON,2014_02
226,26.0,(V&A)_SOUTH_KENSINGTON,2014_03
227,35.0,(V&A)_SOUTH_KENSINGTON,2014_04
228,22.0,(V&A)_SOUTH_KENSINGTON,2014_05
229,22.0,(V&A)_SOUTH_KENSINGTON,2014_06
230,31.0,(V&A)_SOUTH_KENSINGTON,2014_07
231,29.0,(V&A)_SOUTH_KENSINGTON,2014_08
232,39.0,(V&A)_SOUTH_KENSINGTON,2014_09
233,30.0,(V&A)_SOUTH_KENSINGTON,2014_10
234,32.0,(V&A)_SOUTH_KENSINGTON,2014_11
235,17.0,(V&A)_SOUTH_KENSINGTON,2014_12
236,34.0,(V&A)_SOUTH_KENSINGTON,2015_01
237,25.0,(V&A)_SOUTH_KENSINGTON,2015_02
238,23.0,(V&A)_SOUTH_KENSINGTON,2015_03
239,32.0,(V&A)_SOUTH_KENSINGTON,2015_04
240,42.0,(V&A)_SOUTH_KENSINGTON,2015_05
241,27.0,(V&A)_SOUTH_KENSINGTON,2015_06
242,24.0,(V&A)_SOUTH_KENSINGTON,2015_07
243,29.0,(V&A)_SOUTH_KENSINGTON,2015_08
244,29.0,(V&A)_SOUTH_KENSINGTON,2015_09
245,21.0,(V&A)_SOUTH_KENSINGTON,2015_10
246,9.0,(V&A)_SOUTH_KENSINGTON,2015_11
247,20.0,(V&A)_SOUTH_KENSINGTON,2015_12
248,18.0,(V&A)_SOUTH_KENSINGTON,2016_01
249,26.0,(V&A)_SOUTH_KENSINGTON,2016_02
250,18.0,(V&A)_SOUTH_KENSINGTON,2016_03
251,23.0,(V&A)_SOUTH_KENSINGTON,2016_04
252,15.0,(V&A)_SOUTH_KENSINGTON,2016_05
253,23.0,(V&A)_SOUTH_KENSINGTON,2016_06
254,31.0,(V&A)_SOUTH_KENSINGTON,2016_07
255,15.0,(V&A)_SOUTH_KENSINGTON,2016_08
256,47.0,BRITISH_MUSEUM,2014_01
257,52.0,BRITISH_MUSEUM,2014_02
258,71.0,BRITISH_MUSEUM,2014_03
259,70.0,BRITISH_MUSEUM,2014_04
260,67.0,BRITISH_MUSEUM,2014_05
261,64.0,BRITISH_MUSEUM,2014_06
262,59.0,BRITISH_MUSEUM,2014_07
263,81.0,BRITISH_MUSEUM,2014_08
264,50.0,BRITISH_MUSEUM,2014_09
265,71.0,BRITISH_MUSEUM,2014_10
266,63.0,BRITISH_MUSEUM,2014_11
267,37.0,BRITISH_MUSEUM,2014_12
268,49.0,BRITISH_MUSEUM,2015_01
269,67.0,BRITISH_MUSEUM,2015_02
270,46.0,BRITISH_MUSEUM,2015_03
271,66.0,BRITISH_MUSEUM,2015_04
272,61.0,BRITISH_MUSEUM,2015_05
273,53.0,BRITISH_MUSEUM,2015_06
274,48.0,BRITISH_MUSEUM,2015_07
275,53.0,BRITISH_MUSEUM,2015_08
276,52.0,BRITISH_MUSEUM,2015_09
277,46.0,BRITISH_MUSEUM,2015_10
278,36.0,BRITISH_MUSEUM,2015_11
279,29.0,BRITISH_MUSEUM,2015_12
280,27.0,BRITISH_MUSEUM,2016_01
281,41.0,BRITISH_MUSEUM,2016_02
282,33.0,BRITISH_MUSEUM,2016_03
283,40.0,BRITISH_MUSEUM,2016_04
284,27.0,BRITISH_MUSEUM,2016_05
285,37.0,BRITISH_MUSEUM,2016_06
286,39.0,BRITISH_MUSEUM,2016_07
287,29.0,BRITISH_MUSEUM,2016_08
288,3.0,CHURCHILL_WAR_ROOMS_(IWM),2014_01
289,6.0,CHURCHILL_WAR_ROOMS_(IWM),2014_02
290,8.0,CHURCHILL_WAR_ROOMS_(IWM),2014_03
291,4.0,CHURCHILL_WAR_ROOMS_(IWM),2014_04
292,5.0,CHURCHILL_WAR_ROOMS_(IWM),2014_05
293,1.0,CHURCHILL_WAR_ROOMS_(IWM),2014_06
294,5.0,CHURCHILL_WAR_ROOMS_(IWM),2014_07
295,7.0,CHURCHILL_WAR_ROOMS_(IWM),2014_08
296,13.0,CHURCHILL_WAR_ROOMS_(IWM),2014_09
297,7.0,CHURCHILL_WAR_ROOMS_(IWM),2014_10
298,8.0,CHURCHILL_WAR_ROOMS_(IWM),2014_11
299,7.0,CHURCHILL_WAR_ROOMS_(IWM),2014_12
300,2.0,CHURCHILL_WAR_ROOMS_(IWM),2015_01
301,1.0,CHURCHILL_WAR_ROOMS_(IWM),2015_02
302,3.0,CHURCHILL_WAR_ROOMS_(IWM),2015_03
303,6.0,CHURCHILL_WAR_ROOMS_(IWM),2015_04
304,5.0,CHURCHILL_WAR_ROOMS_(IWM),2015_05
305,2.0,CHURCHILL_WAR_ROOMS_(IWM),2015_06
306,6.0,CHURCHILL_WAR_ROOMS_(IWM),2015_07
307,14.0,CHURCHILL_WAR_ROOMS_(IWM),2015_08
308,6.0,CHURCHILL_WAR_ROOMS_(IWM),2015_09
309,3.0,CHURCHILL_WAR_ROOMS_(IWM),2015_10
310,5.0,CHURCHILL_WAR_ROOMS_(IWM),2015_11
311,5.0,CHURCHILL_WAR_ROOMS_(IWM),2015_12
312,4.0,CHURCHILL_WAR_ROOMS_(IWM),2016_01
313,1.0,CHURCHILL_WAR_ROOMS_(IWM),2016_02
314,4.0,CHURCHILL_WAR_ROOMS_(IWM),2016_03
315,6.0,CHURCHILL_WAR_ROOMS_(IWM),2016_04
316,2.0,CHURCHILL_WAR_ROOMS_(IWM),2016_05
317,1.0,CHURCHILL_WAR_ROOMS_(IWM),2016_06
318,3.0,CHURCHILL_WAR_ROOMS_(IWM),2016_07
319,2.0,CHURCHILL_WAR_ROOMS_(IWM),2016_08
320,0.0,GEFFRYE_MUSEUM,2014_01
321,0.0,GEFFRYE_MUSEUM,2014_02
322,0.0,GEFFRYE_MUSEUM,2014_03
323,0.0,GEFFRYE_MUSEUM,2014_04
324,0.0,GEFFRYE_MUSEUM,2014_05
325,0.0,GEFFRYE_MUSEUM,2014_06
326,1.0,GEFFRYE_MUSEUM,2014_07
327,0.0,GEFFRYE_MUSEUM,2014_08
328,0.0,GEFFRYE_MUSEUM,2014_09
329,1.0,GEFFRYE_MUSEUM,2014_10
330,0.0,GEFFRYE_MUSEUM,2014_11
331,0.0,GEFFRYE_MUSEUM,2014_12
332,0.0,GEFFRYE_MUSEUM,2015_01
333,0.0,GEFFRYE_MUSEUM,2015_02
334,0.0,GEFFRYE_MUSEUM,2015_03
335,0.0,GEFFRYE_MUSEUM,2015_04
336,1.0,GEFFRYE_MUSEUM,2015_05
337,1.0,GEFFRYE_MUSEUM,2015_06
338,0.0,GEFFRYE_MUSEUM,2015_07
339,1.0,GEFFRYE_MUSEUM,2015_08
340,2.0,GEFFRYE_MUSEUM,2015_09
341,0.0,GEFFRYE_MUSEUM,2015_10
342,0.0,GEFFRYE_MUSEUM,2015_11
343,0.0,GEFFRYE_MUSEUM,2015_12
344,0.0,GEFFRYE_MUSEUM,2016_01
345,0.0,GEFFRYE_MUSEUM,2016_02
346,0.0,GEFFRYE_MUSEUM,2016_03
347,0.0,GEFFRYE_MUSEUM,2016_04
348,1.0,GEFFRYE_MUSEUM,2016_05
349,1.0,GEFFRYE_MUSEUM,2016_06
350,0.0,GEFFRYE_MUSEUM,2016_07
351,1.0,GEFFRYE_MUSEUM,2016_08
352,2.0,HMS_BELFAST_(IWM),2014_01
353,6.0,HMS_BELFAST_(IWM),2014_02
354,7.0,HMS_BELFAST_(IWM),2014_03
355,8.0,HMS_BELFAST_(IWM),2014_04
356,7.0,HMS_BELFAST_(IWM),2014_05
357,4.0,HMS_BELFAST_(IWM),2014_06
358,5.0,HMS_BELFAST_(IWM),2014_07
359,6.0,HMS_BELFAST_(IWM),2014_08
360,8.0,HMS_BELFAST_(IWM),2014_09
361,11.0,HMS_BELFAST_(IWM),2014_10
362,12.0,HMS_BELFAST_(IWM),2014_11
363,7.0,HMS_BELFAST_(IWM),2014_12
364,3.0,HMS_BELFAST_(IWM),2015_01
365,7.0,HMS_BELFAST_(IWM),2015_02
366,1.0,HMS_BELFAST_(IWM),2015_03
367,5.0,HMS_BELFAST_(IWM),2015_04
368,5.0,HMS_BELFAST_(IWM),2015_05
369,6.0,HMS_BELFAST_(IWM),2015_06
370,4.0,HMS_BELFAST_(IWM),2015_07
371,9.0,HMS_BELFAST_(IWM),2015_08
372,2.0,HMS_BELFAST_(IWM),2015_09
373,7.0,HMS_BELFAST_(IWM),2015_10
374,5.0,HMS_BELFAST_(IWM),2015_11
375,3.0,HMS_BELFAST_(IWM),2015_12
376,4.0,HMS_BELFAST_(IWM),2016_01
377,5.0,HMS_BELFAST_(IWM),2016_02
378,8.0,HMS_BELFAST_(IWM),2016_03
379,0.0,HMS_BELFAST_(IWM),2016_04
380,1.0,HMS_BELFAST_(IWM),2016_05
381,2.0,HMS_BELFAST_(IWM),2016_06
382,3.0,HMS_BELFAST_(IWM),2016_07
383,8.0,HMS_BELFAST_(IWM),2016_08
384,1.0,HORNIMAN_MUSEUM,2014_01
385,2.0,HORNIMAN_MUSEUM,2014_02
386,3.0,HORNIMAN_MUSEUM,2014_03
387,2.0,HORNIMAN_MUSEUM,2014_04
388,0.0,HORNIMAN_MUSEUM,2014_05
389,0.0,HORNIMAN_MUSEUM,2014_06
390,0.0,HORNIMAN_MUSEUM,2014_07
391,1.0,HORNIMAN_MUSEUM,2014_08
392,1.0,HORNIMAN_MUSEUM,2014_09
393,0.0,HORNIMAN_MUSEUM,2014_10
394,1.0,HORNIMAN_MUSEUM,2014_11
395,1.0,HORNIMAN_MUSEUM,2014_12
396,0.0,HORNIMAN_MUSEUM,2015_01
397,0.0,HORNIMAN_MUSEUM,2015_02
398,3.0,HORNIMAN_MUSEUM,2015_03
399,5.0,HORNIMAN_MUSEUM,2015_04
400,3.0,HORNIMAN_MUSEUM,2015_05
401,1.0,HORNIMAN_MUSEUM,2015_06
402,0.0,HORNIMAN_MUSEUM,2015_07
403,3.0,HORNIMAN_MUSEUM,2015_08
404,0.0,HORNIMAN_MUSEUM,2015_09
405,1.0,HORNIMAN_MUSEUM,2015_10
406,0.0,HORNIMAN_MUSEUM,2015_11
407,0.0,HORNIMAN_MUSEUM,2015_12
408,1.0,HORNIMAN_MUSEUM,2016_01
409,0.0,HORNIMAN_MUSEUM,2016_02
410,1.0,HORNIMAN_MUSEUM,2016_03
411,0.0,HORNIMAN_MUSEUM,2016_04
412,0.0,HORNIMAN_MUSEUM,2016_05
413,0.0,HORNIMAN_MUSEUM,2016_06
414,1.0,HORNIMAN_MUSEUM,2016_07
415,1.0,HORNIMAN_MUSEUM,2016_08
416,7.0,IWM_DUXFORD,2014_01
417,7.0,IWM_DUXFORD,2014_02
418,7.0,IWM_DUXFORD,2014_03
419,2.0,IWM_DUXFORD,2014_04
420,31.0,IWM_DUXFORD,2014_05
421,9.0,IWM_DUXFORD,2014_06
422,38.0,IWM_DUXFORD,2014_07
423,15.0,IWM_DUXFORD,2014_08
424,60.0,IWM_DUXFORD,2014_09
425,5.0,IWM_DUXFORD,2014_10
426,3.0,IWM_DUXFORD,2014_11
427,6.0,IWM_DUXFORD,2014_12
428,5.0,IWM_DUXFORD,2015_01
429,4.0,IWM_DUXFORD,2015_02
430,7.0,IWM_DUXFORD,2015_03
431,13.0,IWM_DUXFORD,2015_04
432,38.0,IWM_DUXFORD,2015_05
433,18.0,IWM_DUXFORD,2015_06
434,54.0,IWM_DUXFORD,2015_07
435,16.0,IWM_DUXFORD,2015_08
436,61.0,IWM_DUXFORD,2015_09
437,15.0,IWM_DUXFORD,2015_10
438,8.0,IWM_DUXFORD,2015_11
439,3.0,IWM_DUXFORD,2015_12
440,6.0,IWM_DUXFORD,2016_01
441,4.0,IWM_DUXFORD,2016_02
442,6.0,IWM_DUXFORD,2016_03
443,10.0,IWM_DUXFORD,2016_04
444,23.0,IWM_DUXFORD,2016_05
445,4.0,IWM_DUXFORD,2016_06
446,23.0,IWM_DUXFORD,2016_07
447,8.0,IWM_DUXFORD,2016_08
448,2.0,IWM_NORTH,2014_01
449,6.0,IWM_NORTH,2014_02
450,4.0,IWM_NORTH,2014_03
451,4.0,IWM_NORTH,2014_04
452,3.0,IWM_NORTH,2014_05
453,0.0,IWM_NORTH,2014_06
454,3.0,IWM_NORTH,2014_07
455,4.0,IWM_NORTH,2014_08
456,1.0,IWM_NORTH,2014_09
457,3.0,IWM_NORTH,2014_10
458,3.0,IWM_NORTH,2014_11
459,1.0,IWM_NORTH,2014_12
460,1.0,IWM_NORTH,2015_01
461,1.0,IWM_NORTH,2015_02
462,5.0,IWM_NORTH,2015_03
463,4.0,IWM_NORTH,2015_04
464,1.0,IWM_NORTH,2015_05
465,2.0,IWM_NORTH,2015_06
466,1.0,IWM_NORTH,2015_07
467,4.0,IWM_NORTH,2015_08
468,2.0,IWM_NORTH,2015_09
469,2.0,IWM_NORTH,2015_10
470,0.0,IWM_NORTH,2015_11
471,3.0,IWM_NORTH,2015_12
472,2.0,IWM_NORTH,2016_01
473,2.0,IWM_NORTH,2016_02
474,0.0,IWM_NORTH,2016_03
475,2.0,IWM_NORTH,2016_04
476,4.0,IWM_NORTH,2016_05
477,3.0,IWM_NORTH,2016_06
478,0.0,IWM_NORTH,2016_07
479,1.0,IWM_NORTH,2016_08
480,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_01
481,1.0,NATIONAL_COAL_MINING_MUSEUM,2014_02
482,1.0,NATIONAL_COAL_MINING_MUSEUM,2014_03
483,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_04
484,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_05
485,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_06
486,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_07
487,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_08
488,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_09
489,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_10
490,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_11
491,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_12
492,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_01
493,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_02
494,1.0,NATIONAL_COAL_MINING_MUSEUM,2015_03
495,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_04
496,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_05
497,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_06
498,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_07
499,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_08
500,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_09
501,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_10
502,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_11
503,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_12
504,1.0,NATIONAL_COAL_MINING_MUSEUM,2016_01
505,1.0,NATIONAL_COAL_MINING_MUSEUM,2016_02
506,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_03
507,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_04
508,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_05
509,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_06
510,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_07
511,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_08
512,8.0,NATIONAL_GALLERY,2014_01
513,15.0,NATIONAL_GALLERY,2014_02
514,14.0,NATIONAL_GALLERY,2014_03
515,19.0,NATIONAL_GALLERY,2014_04
516,14.0,NATIONAL_GALLERY,2014_05
517,15.0,NATIONAL_GALLERY,2014_06
518,10.0,NATIONAL_GALLERY,2014_07
519,24.0,NATIONAL_GALLERY,2014_08
520,24.0,NATIONAL_GALLERY,2014_09
521,19.0,NATIONAL_GALLERY,2014_10
522,22.0,NATIONAL_GALLERY,2014_11
523,26.0,NATIONAL_GALLERY,2014_12
524,18.0,NATIONAL_GALLERY,2015_01
525,22.0,NATIONAL_GALLERY,2015_02
526,27.0,NATIONAL_GALLERY,2015_03
527,22.0,NATIONAL_GALLERY,2015_04
528,25.0,NATIONAL_GALLERY,2015_05
529,22.0,NATIONAL_GALLERY,2015_06
