,fl_visit,place,ym
46,0.0,(NHM)_TRING,2015_03
47,0.0,(NHM)_TRING,2015_04
48,0.0,(NHM)_TRING,2015_05
49,0.0,(NHM)_TRING,2015_06
50,0.0,(NHM)_TRING,2015_07
51,2.0,(NHM)_TRING,2015_08
52,0.0,(NHM)_TRING,2015_09
53,0.0,(NHM)_TRING,2015_10
54,0.0,(NHM)_TRING,2015_11
55,0.0,(NHM)_TRING,2015_12
56,0.0,(NHM)_TRING,2016_01
57,1.0,(NHM)_TRING,2016_02
58,1.0,(NHM)_TRING,2016_03
59,1.0,(NHM)_TRING,2016_04
60,0.0,(NHM)_TRING,2016_05
61,0.0,(NHM)_TRING,2016_06
62,0.0,(NHM)_TRING,2016_07
63,0.0,(NHM)_TRING,2016_08
64,0.0,(RA)_FORT_NELSON,2014_01
65,0.0,(RA)_FORT_NELSON,2014_02
66,3.0,(RA)_FORT_NELSON,2014_03
67,2.0,(RA)_FORT_NELSON,2014_04
68,1.0,(RA)_FORT_NELSON,2014_05
69,0.0,(RA)_FORT_NELSON,2014_06
70,5.0,(RA)_FORT_NELSON,2014_07
71,2.0,(RA)_FORT_NELSON,2014_08
72,0.0,(RA)_FORT_NELSON,2014_09
73,0.0,(RA)_FORT_NELSON,2014_10
74,2.0,(RA)_FORT_NELSON,2014_11
75,1.0,(RA)_FORT_NELSON,2014_12
76,0.0,(RA)_FORT_NELSON,2015_01
77,1.0,(RA)_FORT_NELSON,2015_02
78,0.0,(RA)_FORT_NELSON,2015_03
79,0.0,(RA)_FORT_NELSON,2015_04
80,1.0,(RA)_FORT_NELSON,2015_05
81,1.0,(RA)_FORT_NELSON,2015_06
82,2.0,(RA)_FORT_NELSON,2015_07
83,1.0,(RA)_FORT_NELSON,2015_08
84,0.0,(RA)_FORT_NELSON,2015_09
85,1.0,(RA)_FORT_NELSON,2015_10
86,0.0,(RA)_FORT_NELSON,2015_11
87,1.0,(RA)_FORT_NELSON,2015_12
88,0.0,(RA)_FORT_NELSON,2016_01
89,1.0,(RA)_FORT_NELSON,2016_02
90,0.0,(RA)_FORT_NELSON,2016_03
91,1.0,(RA)_FORT_NELSON,2016_04
92,3.0,(RA)_FORT_NELSON,2016_05
93,0.0,(RA)_FORT_NELSON,2016_06
94,1.0,(RA)_FORT_NELSON,2016_07
95,0.0,(RA)_FORT_NELSON,2016_08
96,2.0,(RA)_LEEDS,2014_01
97,3.0,(RA)_LEEDS,2014_02
98,7.0,(RA)_LEEDS,2014_03
99,7.0,(RA)_LEEDS,2014_04
100,8.0,(RA)_LEEDS,2014_05
101,11.0,(RA)_LEEDS,2014_06
102,5.0,(RA)_LEEDS,2014_07
103,3.0,(RA)_LEEDS,2014_08
104,3.0,(RA)_LEEDS,2014_09
105,1.0,(RA)_LEEDS,2014_10
106,7.0,(RA)_LEEDS,2014_11
107,2.0,(RA)_LEEDS,2014_12
108,4.0,(RA)_LEEDS,2015_01
109,8.0,(RA)_LEEDS,2015_02
110,5.0,(RA)_LEEDS,2015_03
111,6.0,(RA)_LEEDS,2015_04
112,9.0,(RA)_LEEDS,2015_05
113,3.0,(RA)_LEEDS,2015_06
114,4.0,(RA)_LEEDS,2015_07
115,0.0,(RA)_LEEDS,2015_08
116,8.0,(RA)_LEEDS,2015_09
117,5.0,(RA)_LEEDS,2015_10
118,9.0,(RA)_LEEDS,2015_11
119,2.0,(RA)_LEEDS,2015_12
120,11.0,(RA)_LEEDS,2016_01
121,1.0,(RA)_LEEDS,2016_02
122,6.0,(RA)_LEEDS,2016_03
123,3.0,(RA)_LEEDS,2016_04
124,6.0,(RA)_LEEDS,2016_05
125,4.0,(RA)_LEEDS,2016_06
126,1.0,(RA)_LEEDS,2016_07
127,5.0,(RA)_LEEDS,2016_08
128,20.0,(RA)_WHITE_TOWER,2014_01
129,29.0,(RA)_WHITE_TOWER,2014_02
130,34.0,(RA)_WHITE_TOWER,2014_03
131,35.0,(RA)_WHITE_TOWER,2014_04
132,37.0,(RA)_WHITE_TOWER,2014_05
133,33.0,(RA)_WHITE_TOWER,2014_06
134,33.0,(RA)_WHITE_TOWER,2014_07
135,78.0,(RA)_WHITE_TOWER,2014_08
136,57.0,(RA)_WHITE_TOWER,2014_09
137,73.0,(RA)_WHITE_TOWER,2014_10
138,116.0,(RA)_WHITE_TOWER,2014_11
139,17.0,(RA)_WHITE_TOWER,2014_12
140,12.0,(RA)_WHITE_TOWER,2015_01
141,20.0,(RA)_WHITE_TOWER,2015_02
142,17.0,(RA)_WHITE_TOWER,2015_03
143,26.0,(RA)_WHITE_TOWER,2015_04
144,30.0,(RA)_WHITE_TOWER,2015_05
145,21.0,(RA)_WHITE_TOWER,2015_06
146,22.0,(RA)_WHITE_TOWER,2015_07
147,23.0,(RA)_WHITE_TOWER,2015_08
148,16.0,(RA)_WHITE_TOWER,2015_09
149,26.0,(RA)_WHITE_TOWER,2015_10
150,11.0,(RA)_WHITE_TOWER,2015_11
151,20.0,(RA)_WHITE_TOWER,2015_12
152,6.0,(RA)_WHITE_TOWER,2016_01
153,8.0,(RA)_WHITE_TOWER,2016_02
154,16.0,(RA)_WHITE_TOWER,2016_03
155,17.0,(RA)_WHITE_TOWER,2016_04
156,16.0,(RA)_WHITE_TOWER,2016_05
157,22.0,(RA)_WHITE_TOWER,2016_06
158,32.0,(RA)_WHITE_TOWER,2016_07
159,33.0,(RA)_WHITE_TOWER,2016_08
160,1.0,(V&A)_BLYTHE_HOUSE,2014_01
161,1.0,(V&A)_BLYTHE_HOUSE,2014_02
162,1.0,(V&A)_BLYTHE_HOUSE,2014_03
163,0.0,(V&A)_BLYTHE_HOUSE,2014_04
164,2.0,(V&A)_BLYTHE_HOUSE,2014_05
165,0.0,(V&A)_BLYTHE_HOUSE,2014_06
166,0.0,(V&A)_BLYTHE_HOUSE,2014_07
167,0.0,(V&A)_BLYTHE_HOUSE,2014_08
168,0.0,(V&A)_BLYTHE_HOUSE,2014_09
169,2.0,(V&A)_BLYTHE_HOUSE,2014_10
170,1.0,(V&A)_BLYTHE_HOUSE,2014_11
171,0.0,(V&A)_BLYTHE_HOUSE,2014_12
172,0.0,(V&A)_BLYTHE_HOUSE,2015_01
173,0.0,(V&A)_BLYTHE_HOUSE,2015_02
174,0.0,(V&A)_BLYTHE_HOUSE,2015_03
175,0.0,(V&A)_BLYTHE_HOUSE,2015_04
176,0.0,(V&A)_BLYTHE_HOUSE,2015_05
177,1.0,(V&A)_BLYTHE_HOUSE,2015_06
178,0.0,(V&A)_BLYTHE_HOUSE,2015_07
179,0.0,(V&A)_BLYTHE_HOUSE,2015_08
180,1.0,(V&A)_BLYTHE_HOUSE,2015_09
181,0.0,(V&A)_BLYTHE_HOUSE,2015_10
182,0.0,(V&A)_BLYTHE_HOUSE,2015_11
183,0.0,(V&A)_BLYTHE_HOUSE,2015_12
184,0.0,(V&A)_BLYTHE_HOUSE,2016_01
185,0.0,(V&A)_BLYTHE_HOUSE,2016_02
186,0.0,(V&A)_BLYTHE_HOUSE,2016_03
187,0.0,(V&A)_BLYTHE_HOUSE,2016_04
188,0.0,(V&A)_BLYTHE_HOUSE,2016_05
189,0.0,(V&A)_BLYTHE_HOUSE,2016_06
190,0.0,(V&A)_BLYTHE_HOUSE,2016_07
191,1.0,(V&A)_BLYTHE_HOUSE,2016_08
192,0.0,(V&A)_CHILDHOOD,2014_01
193,7.0,(V&A)_CHILDHOOD,2014_02
194,5.0,(V&A)_CHILDHOOD,2014_03
195,2.0,(V&A)_CHILDHOOD,2014_04
196,1.0,(V&A)_CHILDHOOD,2014_05
197,4.0,(V&A)_CHILDHOOD,2014_06
198,0.0,(V&A)_CHILDHOOD,2014_07
199,2.0,(V&A)_CHILDHOOD,2014_08
200,2.0,(V&A)_CHILDHOOD,2014_09
201,3.0,(V&A)_CHILDHOOD,2014_10
202,9.0,(V&A)_CHILDHOOD,2014_11
203,3.0,(V&A)_CHILDHOOD,2014_12
204,3.0,(V&A)_CHILDHOOD,2015_01
205,4.0,(V&A)_CHILDHOOD,2015_02
206,2.0,(V&A)_CHILDHOOD,2015_03
207,2.0,(V&A)_CHILDHOOD,2015_04
208,5.0,(V&A)_CHILDHOOD,2015_05
209,6.0,(V&A)_CHILDHOOD,2015_06
210,1.0,(V&A)_CHILDHOOD,2015_07
211,3.0,(V&A)_CHILDHOOD,2015_08
212,2.0,(V&A)_CHILDHOOD,2015_09
213,0.0,(V&A)_CHILDHOOD,2015_10
214,1.0,(V&A)_CHILDHOOD,2015_11
215,3.0,(V&A)_CHILDHOOD,2015_12
216,1.0,(V&A)_CHILDHOOD,2016_01
217,2.0,(V&A)_CHILDHOOD,2016_02
218,3.0,(V&A)_CHILDHOOD,2016_03
219,6.0,(V&A)_CHILDHOOD,2016_04
220,1.0,(V&A)_CHILDHOOD,2016_05
221,4.0,(V&A)_CHILDHOOD,2016_06
222,3.0,(V&A)_CHILDHOOD,2016_07
223,1.0,(V&A)_CHILDHOOD,2016_08
224,33.0,(V&A)_SOUTH_KENSINGTON,2014_01
225,47.0,(V&A)_SOUTH_KENSINGTON,2014_02
226,36.0,(V&A)_SOUTH_KENSINGTON,2014_03
227,48.0,(V&A)_SOUTH_KENSINGTON,2014_04
228,33.0,(V&A)_SOUTH_KENSINGTON,2014_05
229,32.0,(V&A)_SOUTH_KENSINGTON,2014_06
230,39.0,(V&A)_SOUTH_KENSINGTON,2014_07
231,44.0,(V&A)_SOUTH_KENSINGTON,2014_08
232,50.0,(V&A)_SOUTH_KENSINGTON,2014_09
233,42.0,(V&A)_SOUTH_KENSINGTON,2014_10
234,45.0,(V&A)_SOUTH_KENSINGTON,2014_11
235,24.0,(V&A)_SOUTH_KENSINGTON,2014_12
236,44.0,(V&A)_SOUTH_KENSINGTON,2015_01
237,30.0,(V&A)_SOUTH_KENSINGTON,2015_02
238,27.0,(V&A)_SOUTH_KENSINGTON,2015_03
239,39.0,(V&A)_SOUTH_KENSINGTON,2015_04
240,48.0,(V&A)_SOUTH_KENSINGTON,2015_05
241,32.0,(V&A)_SOUTH_KENSINGTON,2015_06
242,33.0,(V&A)_SOUTH_KENSINGTON,2015_07
243,34.0,(V&A)_SOUTH_KENSINGTON,2015_08
244,37.0,(V&A)_SOUTH_KENSINGTON,2015_09
245,27.0,(V&A)_SOUTH_KENSINGTON,2015_10
246,21.0,(V&A)_SOUTH_KENSINGTON,2015_11
247,31.0,(V&A)_SOUTH_KENSINGTON,2015_12
248,30.0,(V&A)_SOUTH_KENSINGTON,2016_01
249,35.0,(V&A)_SOUTH_KENSINGTON,2016_02
250,23.0,(V&A)_SOUTH_KENSINGTON,2016_03
251,31.0,(V&A)_SOUTH_KENSINGTON,2016_04
252,23.0,(V&A)_SOUTH_KENSINGTON,2016_05
253,28.0,(V&A)_SOUTH_KENSINGTON,2016_06
254,34.0,(V&A)_SOUTH_KENSINGTON,2016_07
255,18.0,(V&A)_SOUTH_KENSINGTON,2016_08
256,60.0,BRITISH_MUSEUM,2014_01
257,63.0,BRITISH_MUSEUM,2014_02
258,83.0,BRITISH_MUSEUM,2014_03
259,92.0,BRITISH_MUSEUM,2014_04
260,80.0,BRITISH_MUSEUM,2014_05
261,76.0,BRITISH_MUSEUM,2014_06
262,67.0,BRITISH_MUSEUM,2014_07
263,97.0,BRITISH_MUSEUM,2014_08
264,64.0,BRITISH_MUSEUM,2014_09
265,80.0,BRITISH_MUSEUM,2014_10
266,81.0,BRITISH_MUSEUM,2014_11
267,53.0,BRITISH_MUSEUM,2014_12
268,60.0,BRITISH_MUSEUM,2015_01
269,76.0,BRITISH_MUSEUM,2015_02
270,58.0,BRITISH_MUSEUM,2015_03
271,76.0,BRITISH_MUSEUM,2015_04
272,71.0,BRITISH_MUSEUM,2015_05
273,59.0,BRITISH_MUSEUM,2015_06
274,60.0,BRITISH_MUSEUM,2015_07
275,59.0,BRITISH_MUSEUM,2015_08
276,68.0,BRITISH_MUSEUM,2015_09
277,56.0,BRITISH_MUSEUM,2015_10
278,42.0,BRITISH_MUSEUM,2015_11
279,36.0,BRITISH_MUSEUM,2015_12
280,36.0,BRITISH_MUSEUM,2016_01
281,45.0,BRITISH_MUSEUM,2016_02
282,39.0,BRITISH_MUSEUM,2016_03
283,53.0,BRITISH_MUSEUM,2016_04
284,33.0,BRITISH_MUSEUM,2016_05
285,50.0,BRITISH_MUSEUM,2016_06
286,47.0,BRITISH_MUSEUM,2016_07
287,44.0,BRITISH_MUSEUM,2016_08
288,48.0,CHURCHILL_WAR_ROOMS_(IWM),2014_01
289,40.0,CHURCHILL_WAR_ROOMS_(IWM),2014_02
290,80.0,CHURCHILL_WAR_ROOMS_(IWM),2014_03
291,65.0,CHURCHILL_WAR_ROOMS_(IWM),2014_04
292,61.0,CHURCHILL_WAR_ROOMS_(IWM),2014_05
293,63.0,CHURCHILL_WAR_ROOMS_(IWM),2014_06
294,64.0,CHURCHILL_WAR_ROOMS_(IWM),2014_07
295,59.0,CHURCHILL_WAR_ROOMS_(IWM),2014_08
296,65.0,CHURCHILL_WAR_ROOMS_(IWM),2014_09
297,60.0,CHURCHILL_WAR_ROOMS_(IWM),2014_10
298,76.0,CHURCHILL_WAR_ROOMS_(IWM),2014_11
299,59.0,CHURCHILL_WAR_ROOMS_(IWM),2014_12
300,49.0,CHURCHILL_WAR_ROOMS_(IWM),2015_01
301,45.0,CHURCHILL_WAR_ROOMS_(IWM),2015_02
302,47.0,CHURCHILL_WAR_ROOMS_(IWM),2015_03
303,54.0,CHURCHILL_WAR_ROOMS_(IWM),2015_04
304,49.0,CHURCHILL_WAR_ROOMS_(IWM),2015_05
305,65.0,CHURCHILL_WAR_ROOMS_(IWM),2015_06
306,48.0,CHURCHILL_WAR_ROOMS_(IWM),2015_07
307,54.0,CHURCHILL_WAR_ROOMS_(IWM),2015_08
308,76.0,CHURCHILL_WAR_ROOMS_(IWM),2015_09
309,46.0,CHURCHILL_WAR_ROOMS_(IWM),2015_10
310,44.0,CHURCHILL_WAR_ROOMS_(IWM),2015_11
311,46.0,CHURCHILL_WAR_ROOMS_(IWM),2015_12
312,36.0,CHURCHILL_WAR_ROOMS_(IWM),2016_01
313,36.0,CHURCHILL_WAR_ROOMS_(IWM),2016_02
314,37.0,CHURCHILL_WAR_ROOMS_(IWM),2016_03
315,52.0,CHURCHILL_WAR_ROOMS_(IWM),2016_04
316,41.0,CHURCHILL_WAR_ROOMS_(IWM),2016_05
317,42.0,CHURCHILL_WAR_ROOMS_(IWM),2016_06
318,48.0,CHURCHILL_WAR_ROOMS_(IWM),2016_07
319,27.0,CHURCHILL_WAR_ROOMS_(IWM),2016_08
320,0.0,GEFFRYE_MUSEUM,2014_01
321,2.0,GEFFRYE_MUSEUM,2014_02
322,10.0,GEFFRYE_MUSEUM,2014_03
323,5.0,GEFFRYE_MUSEUM,2014_04
324,2.0,GEFFRYE_MUSEUM,2014_05
325,3.0,GEFFRYE_MUSEUM,2014_06
326,6.0,GEFFRYE_MUSEUM,2014_07
327,3.0,GEFFRYE_MUSEUM,2014_08
328,4.0,GEFFRYE_MUSEUM,2014_09
329,4.0,GEFFRYE_MUSEUM,2014_10
330,5.0,GEFFRYE_MUSEUM,2014_11
331,5.0,GEFFRYE_MUSEUM,2014_12
332,7.0,GEFFRYE_MUSEUM,2015_01
333,2.0,GEFFRYE_MUSEUM,2015_02
334,5.0,GEFFRYE_MUSEUM,2015_03
335,6.0,GEFFRYE_MUSEUM,2015_04
336,3.0,GEFFRYE_MUSEUM,2015_05
337,11.0,GEFFRYE_MUSEUM,2015_06
338,6.0,GEFFRYE_MUSEUM,2015_07
339,3.0,GEFFRYE_MUSEUM,2015_08
340,5.0,GEFFRYE_MUSEUM,2015_09
341,4.0,GEFFRYE_MUSEUM,2015_10
342,6.0,GEFFRYE_MUSEUM,2015_11
343,4.0,GEFFRYE_MUSEUM,2015_12
344,6.0,GEFFRYE_MUSEUM,2016_01
345,1.0,GEFFRYE_MUSEUM,2016_02
346,1.0,GEFFRYE_MUSEUM,2016_03
347,3.0,GEFFRYE_MUSEUM,2016_04
348,4.0,GEFFRYE_MUSEUM,2016_05
349,3.0,GEFFRYE_MUSEUM,2016_06
350,3.0,GEFFRYE_MUSEUM,2016_07
351,2.0,GEFFRYE_MUSEUM,2016_08
352,14.0,HMS_BELFAST_(IWM),2014_01
353,11.0,HMS_BELFAST_(IWM),2014_02
354,16.0,HMS_BELFAST_(IWM),2014_03
355,22.0,HMS_BELFAST_(IWM),2014_04
356,28.0,HMS_BELFAST_(IWM),2014_05
357,13.0,HMS_BELFAST_(IWM),2014_06
358,16.0,HMS_BELFAST_(IWM),2014_07
359,19.0,HMS_BELFAST_(IWM),2014_08
360,20.0,HMS_BELFAST_(IWM),2014_09
361,18.0,HMS_BELFAST_(IWM),2014_10
362,27.0,HMS_BELFAST_(IWM),2014_11
363,11.0,HMS_BELFAST_(IWM),2014_12
364,7.0,HMS_BELFAST_(IWM),2015_01
365,15.0,HMS_BELFAST_(IWM),2015_02
366,7.0,HMS_BELFAST_(IWM),2015_03
367,14.0,HMS_BELFAST_(IWM),2015_04
368,13.0,HMS_BELFAST_(IWM),2015_05
369,14.0,HMS_BELFAST_(IWM),2015_06
370,10.0,HMS_BELFAST_(IWM),2015_07
371,18.0,HMS_BELFAST_(IWM),2015_08
372,12.0,HMS_BELFAST_(IWM),2015_09
373,16.0,HMS_BELFAST_(IWM),2015_10
374,7.0,HMS_BELFAST_(IWM),2015_11
375,5.0,HMS_BELFAST_(IWM),2015_12
376,7.0,HMS_BELFAST_(IWM),2016_01
377,8.0,HMS_BELFAST_(IWM),2016_02
378,15.0,HMS_BELFAST_(IWM),2016_03
379,6.0,HMS_BELFAST_(IWM),2016_04
380,4.0,HMS_BELFAST_(IWM),2016_05
381,9.0,HMS_BELFAST_(IWM),2016_06
382,7.0,HMS_BELFAST_(IWM),2016_07
383,17.0,HMS_BELFAST_(IWM),2016_08
384,1.0,HORNIMAN_MUSEUM,2014_01
385,3.0,HORNIMAN_MUSEUM,2014_02
386,8.0,HORNIMAN_MUSEUM,2014_03
387,4.0,HORNIMAN_MUSEUM,2014_04
388,6.0,HORNIMAN_MUSEUM,2014_05
389,0.0,HORNIMAN_MUSEUM,2014_06
390,1.0,HORNIMAN_MUSEUM,2014_07
391,7.0,HORNIMAN_MUSEUM,2014_08
392,3.0,HORNIMAN_MUSEUM,2014_09
393,4.0,HORNIMAN_MUSEUM,2014_10
394,1.0,HORNIMAN_MUSEUM,2014_11
395,3.0,HORNIMAN_MUSEUM,2014_12
396,2.0,HORNIMAN_MUSEUM,2015_01
397,1.0,HORNIMAN_MUSEUM,2015_02
398,7.0,HORNIMAN_MUSEUM,2015_03
399,8.0,HORNIMAN_MUSEUM,2015_04
400,4.0,HORNIMAN_MUSEUM,2015_05
401,3.0,HORNIMAN_MUSEUM,2015_06
402,1.0,HORNIMAN_MUSEUM,2015_07
403,7.0,HORNIMAN_MUSEUM,2015_08
404,1.0,HORNIMAN_MUSEUM,2015_09
405,1.0,HORNIMAN_MUSEUM,2015_10
406,0.0,HORNIMAN_MUSEUM,2015_11
407,0.0,HORNIMAN_MUSEUM,2015_12
408,1.0,HORNIMAN_MUSEUM,2016_01
409,4.0,HORNIMAN_MUSEUM,2016_02
410,2.0,HORNIMAN_MUSEUM,2016_03
411,2.0,HORNIMAN_MUSEUM,2016_04
412,0.0,HORNIMAN_MUSEUM,2016_05
413,1.0,HORNIMAN_MUSEUM,2016_06
414,4.0,HORNIMAN_MUSEUM,2016_07
415,3.0,HORNIMAN_MUSEUM,2016_08
416,7.0,IWM_DUXFORD,2014_01
417,7.0,IWM_DUXFORD,2014_02
418,7.0,IWM_DUXFORD,2014_03
419,2.0,IWM_DUXFORD,2014_04
420,31.0,IWM_DUXFORD,2014_05
421,9.0,IWM_DUXFORD,2014_06
422,39.0,IWM_DUXFORD,2014_07
423,15.0,IWM_DUXFORD,2014_08
424,60.0,IWM_DUXFORD,2014_09
425,5.0,IWM_DUXFORD,2014_10
426,3.0,IWM_DUXFORD,2014_11
427,6.0,IWM_DUXFORD,2014_12
428,5.0,IWM_DUXFORD,2015_01
429,4.0,IWM_DUXFORD,2015_02
430,7.0,IWM_DUXFORD,2015_03
431,13.0,IWM_DUXFORD,2015_04
432,39.0,IWM_DUXFORD,2015_05
433,18.0,IWM_DUXFORD,2015_06
434,55.0,IWM_DUXFORD,2015_07
435,16.0,IWM_DUXFORD,2015_08
436,62.0,IWM_DUXFORD,2015_09
437,15.0,IWM_DUXFORD,2015_10
438,8.0,IWM_DUXFORD,2015_11
439,3.0,IWM_DUXFORD,2015_12
440,6.0,IWM_DUXFORD,2016_01
441,4.0,IWM_DUXFORD,2016_02
442,6.0,IWM_DUXFORD,2016_03
443,11.0,IWM_DUXFORD,2016_04
444,23.0,IWM_DUXFORD,2016_05
445,4.0,IWM_DUXFORD,2016_06
446,23.0,IWM_DUXFORD,2016_07
447,8.0,IWM_DUXFORD,2016_08
448,8.0,IWM_NORTH,2014_01
449,9.0,IWM_NORTH,2014_02
450,8.0,IWM_NORTH,2014_03
451,8.0,IWM_NORTH,2014_04
452,7.0,IWM_NORTH,2014_05
453,6.0,IWM_NORTH,2014_06
454,8.0,IWM_NORTH,2014_07
455,10.0,IWM_NORTH,2014_08
456,2.0,IWM_NORTH,2014_09
457,12.0,IWM_NORTH,2014_10
458,6.0,IWM_NORTH,2014_11
459,7.0,IWM_NORTH,2014_12
460,5.0,IWM_NORTH,2015_01
461,4.0,IWM_NORTH,2015_02
462,8.0,IWM_NORTH,2015_03
463,8.0,IWM_NORTH,2015_04
464,2.0,IWM_NORTH,2015_05
465,5.0,IWM_NORTH,2015_06
466,4.0,IWM_NORTH,2015_07
467,9.0,IWM_NORTH,2015_08
468,4.0,IWM_NORTH,2015_09
469,3.0,IWM_NORTH,2015_10
470,1.0,IWM_NORTH,2015_11
471,8.0,IWM_NORTH,2015_12
472,5.0,IWM_NORTH,2016_01
473,6.0,IWM_NORTH,2016_02
474,6.0,IWM_NORTH,2016_03
475,3.0,IWM_NORTH,2016_04
476,6.0,IWM_NORTH,2016_05
477,5.0,IWM_NORTH,2016_06
478,0.0,IWM_NORTH,2016_07
479,6.0,IWM_NORTH,2016_08
480,2.0,NATIONAL_COAL_MINING_MUSEUM,2014_01
481,1.0,NATIONAL_COAL_MINING_MUSEUM,2014_02
482,1.0,NATIONAL_COAL_MINING_MUSEUM,2014_03
483,1.0,NATIONAL_COAL_MINING_MUSEUM,2014_04
484,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_05
485,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_06
486,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_07
487,1.0,NATIONAL_COAL_MINING_MUSEUM,2014_08
488,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_09
489,1.0,NATIONAL_COAL_MINING_MUSEUM,2014_10
490,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_11
491,0.0,NATIONAL_COAL_MINING_MUSEUM,2014_12
492,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_01
493,1.0,NATIONAL_COAL_MINING_MUSEUM,2015_02
494,1.0,NATIONAL_COAL_MINING_MUSEUM,2015_03
495,1.0,NATIONAL_COAL_MINING_MUSEUM,2015_04
496,1.0,NATIONAL_COAL_MINING_MUSEUM,2015_05
497,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_06
498,1.0,NATIONAL_COAL_MINING_MUSEUM,2015_07
499,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_08
500,2.0,NATIONAL_COAL_MINING_MUSEUM,2015_09
501,1.0,NATIONAL_COAL_MINING_MUSEUM,2015_10
502,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_11
503,0.0,NATIONAL_COAL_MINING_MUSEUM,2015_12
504,1.0,NATIONAL_COAL_MINING_MUSEUM,2016_01
505,1.0,NATIONAL_COAL_MINING_MUSEUM,2016_02
506,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_03
507,2.0,NATIONAL_COAL_MINING_MUSEUM,2016_04
508,1.0,NATIONAL_COAL_MINING_MUSEUM,2016_05
509,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_06
510,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_07
511,0.0,NATIONAL_COAL_MINING_MUSEUM,2016_08
512,64.0,NATIONAL_GALLERY,2014_01
513,94.0,NATIONAL_GALLERY,2014_02
514,80.0,NATIONAL_GALLERY,2014_03
515,106.0,NATIONAL_GALLERY,2014_04
516,96.0,NATIONAL_GALLERY,2014_05
517,107.0,NATIONAL_GALLERY,2014_06
518,73.0,NATIONAL_GALLERY,2014_07
519,102.0,NATIONAL_GALLERY,2014_08
520,100.0,NATIONAL_GALLERY,2014_09
521,87.0,NATIONAL_GALLERY,2014_10
522,91.0,NATIONAL_GALLERY,2014_11
523,104.0,NATIONAL_GALLERY,2014_12
524,67.0,NATIONAL_GALLERY,2015_01
525,70.0,NATIONAL_GALLERY,2015_02
526,101.0,NATIONAL_GALLERY,2015_03
527,82.0,NATIONAL_GALLERY,2015_04
528,77.0,NATIONAL_GALLERY,2015_05
529,79.0,NATIONAL_GALLERY,2015_06
