,place,tw_visit,ym
44,(NHM)_TRING,1.0,2015_01
45,(NHM)_TRING,0.0,2015_02
46,(NHM)_TRING,1.0,2015_03
47,(NHM)_TRING,2.0,2015_04
48,(NHM)_TRING,2.0,2015_05
49,(NHM)_TRING,1.0,2015_06
50,(NHM)_TRING,1.0,2015_07
51,(NHM)_TRING,0.0,2015_08
52,(NHM)_TRING,1.0,2015_09
53,(NHM)_TRING,2.0,2015_10
54,(NHM)_TRING,0.0,2015_11
55,(NHM)_TRING,1.0,2015_12
56,(NHM)_TRING,0.0,2016_01
57,(NHM)_TRING,0.0,2016_02
58,(NHM)_TRING,0.0,2016_03
59,(NHM)_TRING,2.0,2016_04
60,(NHM)_TRING,0.0,2016_05
61,(NHM)_TRING,0.0,2016_06
62,(NHM)_TRING,0.0,2016_07
63,(NHM)_TRING,0.0,2016_08
64,(RA)_FORT_NELSON,1.0,2014_02
65,(RA)_FORT_NELSON,0.0,2014_03
66,(RA)_FORT_NELSON,2.0,2014_04
67,(RA)_FORT_NELSON,1.0,2014_05
68,(RA)_FORT_NELSON,0.0,2014_06
69,(RA)_FORT_NELSON,0.0,2014_07
70,(RA)_FORT_NELSON,2.0,2014_08
71,(RA)_FORT_NELSON,1.0,2014_09
72,(RA)_FORT_NELSON,1.0,2014_10
73,(RA)_FORT_NELSON,0.0,2014_11
74,(RA)_FORT_NELSON,0.0,2014_12
75,(RA)_FORT_NELSON,0.0,2015_01
76,(RA)_FORT_NELSON,0.0,2015_02
77,(RA)_FORT_NELSON,1.0,2015_03
78,(RA)_FORT_NELSON,2.0,2015_04
79,(RA)_FORT_NELSON,1.0,2015_05
80,(RA)_FORT_NELSON,2.0,2015_06
81,(RA)_FORT_NELSON,0.0,2015_07
82,(RA)_FORT_NELSON,2.0,2015_08
83,(RA)_FORT_NELSON,1.0,2015_09
84,(RA)_FORT_NELSON,1.0,2015_10
85,(RA)_FORT_NELSON,2.0,2015_11
86,(RA)_FORT_NELSON,0.0,2015_12
87,(RA)_FORT_NELSON,2.0,2016_01
88,(RA)_FORT_NELSON,2.0,2016_02
89,(RA)_FORT_NELSON,0.0,2016_03
90,(RA)_FORT_NELSON,2.0,2016_04
91,(RA)_FORT_NELSON,1.0,2016_05
92,(RA)_FORT_NELSON,1.0,2016_06
93,(RA)_FORT_NELSON,2.0,2016_07
94,(RA)_FORT_NELSON,1.0,2016_08
95,(RA)_LEEDS,9.0,2014_01
96,(RA)_LEEDS,16.0,2014_02
97,(RA)_LEEDS,20.0,2014_03
98,(RA)_LEEDS,14.0,2014_04
99,(RA)_LEEDS,36.0,2014_05
100,(RA)_LEEDS,20.0,2014_06
101,(RA)_LEEDS,9.0,2014_07
102,(RA)_LEEDS,12.0,2014_08
103,(RA)_LEEDS,18.0,2014_09
104,(RA)_LEEDS,7.0,2014_10
105,(RA)_LEEDS,25.0,2014_11
106,(RA)_LEEDS,17.0,2014_12
107,(RA)_LEEDS,16.0,2015_01
108,(RA)_LEEDS,10.0,2015_02
109,(RA)_LEEDS,16.0,2015_03
110,(RA)_LEEDS,31.0,2015_04
111,(RA)_LEEDS,16.0,2015_05
112,(RA)_LEEDS,14.0,2015_06
113,(RA)_LEEDS,7.0,2015_07
114,(RA)_LEEDS,22.0,2015_08
115,(RA)_LEEDS,15.0,2015_09
116,(RA)_LEEDS,17.0,2015_10
117,(RA)_LEEDS,15.0,2015_11
118,(RA)_LEEDS,6.0,2015_12
119,(RA)_LEEDS,12.0,2016_01
120,(RA)_LEEDS,5.0,2016_02
121,(RA)_LEEDS,5.0,2016_03
122,(RA)_LEEDS,5.0,2016_04
123,(RA)_LEEDS,21.0,2016_05
124,(RA)_LEEDS,12.0,2016_06
125,(RA)_LEEDS,14.0,2016_07
126,(RA)_LEEDS,24.0,2016_08
127,(RA)_WHITE_TOWER,193.0,2014_01
128,(RA)_WHITE_TOWER,167.0,2014_02
129,(RA)_WHITE_TOWER,201.0,2014_03
130,(RA)_WHITE_TOWER,162.0,2014_04
131,(RA)_WHITE_TOWER,112.0,2014_05
132,(RA)_WHITE_TOWER,72.0,2014_06
133,(RA)_WHITE_TOWER,91.0,2014_07
134,(RA)_WHITE_TOWER,158.0,2014_08
135,(RA)_WHITE_TOWER,89.0,2014_09
136,(RA)_WHITE_TOWER,116.0,2014_10
137,(RA)_WHITE_TOWER,157.0,2014_11
138,(RA)_WHITE_TOWER,50.0,2014_12
139,(RA)_WHITE_TOWER,35.0,2015_01
140,(RA)_WHITE_TOWER,31.0,2015_02
141,(RA)_WHITE_TOWER,53.0,2015_03
142,(RA)_WHITE_TOWER,57.0,2015_04
143,(RA)_WHITE_TOWER,70.0,2015_05
144,(RA)_WHITE_TOWER,46.0,2015_06
145,(RA)_WHITE_TOWER,64.0,2015_07
146,(RA)_WHITE_TOWER,63.0,2015_08
147,(RA)_WHITE_TOWER,54.0,2015_09
148,(RA)_WHITE_TOWER,57.0,2015_10
149,(RA)_WHITE_TOWER,47.0,2015_11
150,(RA)_WHITE_TOWER,43.0,2015_12
151,(RA)_WHITE_TOWER,42.0,2016_01
152,(RA)_WHITE_TOWER,28.0,2016_02
153,(RA)_WHITE_TOWER,29.0,2016_03
154,(RA)_WHITE_TOWER,168.0,2016_04
155,(RA)_WHITE_TOWER,215.0,2016_05
156,(RA)_WHITE_TOWER,280.0,2016_06
157,(RA)_WHITE_TOWER,374.0,2016_07
158,(RA)_WHITE_TOWER,329.0,2016_08
159,(V&A)_BLYTHE_HOUSE,1.0,2014_02
160,(V&A)_BLYTHE_HOUSE,0.0,2014_03
161,(V&A)_BLYTHE_HOUSE,0.0,2014_04
162,(V&A)_BLYTHE_HOUSE,0.0,2014_05
163,(V&A)_BLYTHE_HOUSE,0.0,2014_06
164,(V&A)_BLYTHE_HOUSE,0.0,2014_07
165,(V&A)_BLYTHE_HOUSE,0.0,2014_08
166,(V&A)_BLYTHE_HOUSE,0.0,2014_09
167,(V&A)_BLYTHE_HOUSE,0.0,2014_10
168,(V&A)_BLYTHE_HOUSE,0.0,2014_11
169,(V&A)_BLYTHE_HOUSE,0.0,2014_12
170,(V&A)_BLYTHE_HOUSE,2.0,2015_01
171,(V&A)_BLYTHE_HOUSE,2.0,2015_02
172,(V&A)_BLYTHE_HOUSE,1.0,2015_03
173,(V&A)_BLYTHE_HOUSE,0.0,2015_04
174,(V&A)_BLYTHE_HOUSE,1.0,2015_05
175,(V&A)_BLYTHE_HOUSE,1.0,2015_06
176,(V&A)_BLYTHE_HOUSE,0.0,2015_07
177,(V&A)_BLYTHE_HOUSE,0.0,2015_08
178,(V&A)_BLYTHE_HOUSE,6.0,2015_09
179,(V&A)_BLYTHE_HOUSE,1.0,2015_10
180,(V&A)_BLYTHE_HOUSE,4.0,2015_11
181,(V&A)_BLYTHE_HOUSE,0.0,2015_12
182,(V&A)_BLYTHE_HOUSE,0.0,2016_01
183,(V&A)_BLYTHE_HOUSE,0.0,2016_02
184,(V&A)_BLYTHE_HOUSE,0.0,2016_03
185,(V&A)_BLYTHE_HOUSE,0.0,2016_04
186,(V&A)_BLYTHE_HOUSE,2.0,2016_05
187,(V&A)_BLYTHE_HOUSE,1.0,2016_06
188,(V&A)_BLYTHE_HOUSE,2.0,2016_07
189,(V&A)_BLYTHE_HOUSE,1.0,2016_08
190,(V&A)_CHILDHOOD,9.0,2014_01
191,(V&A)_CHILDHOOD,5.0,2014_02
192,(V&A)_CHILDHOOD,5.0,2014_03
193,(V&A)_CHILDHOOD,12.0,2014_04
194,(V&A)_CHILDHOOD,17.0,2014_05
195,(V&A)_CHILDHOOD,8.0,2014_06
196,(V&A)_CHILDHOOD,14.0,2014_07
197,(V&A)_CHILDHOOD,12.0,2014_08
198,(V&A)_CHILDHOOD,19.0,2014_09
199,(V&A)_CHILDHOOD,8.0,2014_10
200,(V&A)_CHILDHOOD,15.0,2014_11
201,(V&A)_CHILDHOOD,13.0,2014_12
202,(V&A)_CHILDHOOD,15.0,2015_01
203,(V&A)_CHILDHOOD,11.0,2015_02
204,(V&A)_CHILDHOOD,18.0,2015_03
205,(V&A)_CHILDHOOD,14.0,2015_04
206,(V&A)_CHILDHOOD,21.0,2015_05
207,(V&A)_CHILDHOOD,14.0,2015_06
208,(V&A)_CHILDHOOD,10.0,2015_07
209,(V&A)_CHILDHOOD,10.0,2015_08
210,(V&A)_CHILDHOOD,10.0,2015_09
211,(V&A)_CHILDHOOD,13.0,2015_10
212,(V&A)_CHILDHOOD,12.0,2015_11
213,(V&A)_CHILDHOOD,5.0,2015_12
214,(V&A)_CHILDHOOD,11.0,2016_01
215,(V&A)_CHILDHOOD,13.0,2016_02
216,(V&A)_CHILDHOOD,22.0,2016_03
217,(V&A)_CHILDHOOD,30.0,2016_04
218,(V&A)_CHILDHOOD,24.0,2016_05
219,(V&A)_CHILDHOOD,22.0,2016_06
220,(V&A)_CHILDHOOD,33.0,2016_07
221,(V&A)_CHILDHOOD,37.0,2016_08
222,(V&A)_SOUTH_KENSINGTON,372.0,2014_01
223,(V&A)_SOUTH_KENSINGTON,349.0,2014_02
224,(V&A)_SOUTH_KENSINGTON,271.0,2014_03
225,(V&A)_SOUTH_KENSINGTON,391.0,2014_04
226,(V&A)_SOUTH_KENSINGTON,350.0,2014_05
227,(V&A)_SOUTH_KENSINGTON,281.0,2014_06
228,(V&A)_SOUTH_KENSINGTON,393.0,2014_07
229,(V&A)_SOUTH_KENSINGTON,311.0,2014_08
230,(V&A)_SOUTH_KENSINGTON,533.0,2014_09
231,(V&A)_SOUTH_KENSINGTON,385.0,2014_10
232,(V&A)_SOUTH_KENSINGTON,346.0,2014_11
233,(V&A)_SOUTH_KENSINGTON,233.0,2014_12
234,(V&A)_SOUTH_KENSINGTON,351.0,2015_01
235,(V&A)_SOUTH_KENSINGTON,320.0,2015_02
236,(V&A)_SOUTH_KENSINGTON,711.0,2015_03
237,(V&A)_SOUTH_KENSINGTON,594.0,2015_04
238,(V&A)_SOUTH_KENSINGTON,564.0,2015_05
239,(V&A)_SOUTH_KENSINGTON,537.0,2015_06
240,(V&A)_SOUTH_KENSINGTON,631.0,2015_07
241,(V&A)_SOUTH_KENSINGTON,417.0,2015_08
242,(V&A)_SOUTH_KENSINGTON,516.0,2015_09
243,(V&A)_SOUTH_KENSINGTON,418.0,2015_10
244,(V&A)_SOUTH_KENSINGTON,349.0,2015_11
245,(V&A)_SOUTH_KENSINGTON,238.0,2015_12
246,(V&A)_SOUTH_KENSINGTON,356.0,2016_01
247,(V&A)_SOUTH_KENSINGTON,340.0,2016_02
248,(V&A)_SOUTH_KENSINGTON,343.0,2016_03
249,(V&A)_SOUTH_KENSINGTON,345.0,2016_04
250,(V&A)_SOUTH_KENSINGTON,272.0,2016_05
251,(V&A)_SOUTH_KENSINGTON,345.0,2016_06
252,(V&A)_SOUTH_KENSINGTON,377.0,2016_07
253,(V&A)_SOUTH_KENSINGTON,291.0,2016_08
254,BRITISH_MUSEUM,85.0,2014_04
255,BRITISH_MUSEUM,474.0,2014_05
256,BRITISH_MUSEUM,433.0,2014_06
257,BRITISH_MUSEUM,467.0,2014_07
258,BRITISH_MUSEUM,422.0,2014_08
259,BRITISH_MUSEUM,390.0,2014_09
260,BRITISH_MUSEUM,461.0,2014_10
261,BRITISH_MUSEUM,352.0,2014_11
262,BRITISH_MUSEUM,349.0,2014_12
263,BRITISH_MUSEUM,379.0,2015_01
264,BRITISH_MUSEUM,450.0,2015_02
265,BRITISH_MUSEUM,436.0,2015_03
266,BRITISH_MUSEUM,486.0,2015_04
267,BRITISH_MUSEUM,375.0,2015_05
268,BRITISH_MUSEUM,370.0,2015_06
269,BRITISH_MUSEUM,444.0,2015_07
270,BRITISH_MUSEUM,489.0,2015_08
271,BRITISH_MUSEUM,529.0,2015_09
272,BRITISH_MUSEUM,566.0,2015_10
273,BRITISH_MUSEUM,486.0,2015_11
274,BRITISH_MUSEUM,348.0,2015_12
275,BRITISH_MUSEUM,462.0,2016_01
276,BRITISH_MUSEUM,401.0,2016_02
277,BRITISH_MUSEUM,505.0,2016_03
278,BRITISH_MUSEUM,455.0,2016_04
279,BRITISH_MUSEUM,424.0,2016_05
280,BRITISH_MUSEUM,413.0,2016_06
281,BRITISH_MUSEUM,459.0,2016_07
282,BRITISH_MUSEUM,159.0,2016_08
283,CHURCHILL_WAR_ROOMS_(IWM),13.0,2014_04
284,CHURCHILL_WAR_ROOMS_(IWM),46.0,2014_05
285,CHURCHILL_WAR_ROOMS_(IWM),46.0,2014_06
286,CHURCHILL_WAR_ROOMS_(IWM),62.0,2014_07
287,CHURCHILL_WAR_ROOMS_(IWM),60.0,2014_08
288,CHURCHILL_WAR_ROOMS_(IWM),99.0,2014_09
289,CHURCHILL_WAR_ROOMS_(IWM),71.0,2014_10
290,CHURCHILL_WAR_ROOMS_(IWM),65.0,2014_11
291,CHURCHILL_WAR_ROOMS_(IWM),59.0,2014_12
292,CHURCHILL_WAR_ROOMS_(IWM),66.0,2015_01
293,CHURCHILL_WAR_ROOMS_(IWM),66.0,2015_02
294,CHURCHILL_WAR_ROOMS_(IWM),72.0,2015_03
295,CHURCHILL_WAR_ROOMS_(IWM),61.0,2015_04
296,CHURCHILL_WAR_ROOMS_(IWM),27.0,2015_05
297,CHURCHILL_WAR_ROOMS_(IWM),11.0,2015_06
298,CHURCHILL_WAR_ROOMS_(IWM),28.0,2015_07
299,CHURCHILL_WAR_ROOMS_(IWM),28.0,2015_08
300,CHURCHILL_WAR_ROOMS_(IWM),47.0,2015_09
301,CHURCHILL_WAR_ROOMS_(IWM),42.0,2015_10
302,CHURCHILL_WAR_ROOMS_(IWM),36.0,2015_11
303,CHURCHILL_WAR_ROOMS_(IWM),52.0,2015_12
304,CHURCHILL_WAR_ROOMS_(IWM),40.0,2016_01
305,CHURCHILL_WAR_ROOMS_(IWM),39.0,2016_02
306,CHURCHILL_WAR_ROOMS_(IWM),47.0,2016_03
307,CHURCHILL_WAR_ROOMS_(IWM),53.0,2016_04
308,CHURCHILL_WAR_ROOMS_(IWM),20.0,2016_05
309,CHURCHILL_WAR_ROOMS_(IWM),13.0,2016_06
310,CHURCHILL_WAR_ROOMS_(IWM),16.0,2016_07
311,CHURCHILL_WAR_ROOMS_(IWM),7.0,2016_08
312,GEFFRYE_MUSEUM,1.0,2014_02
313,GEFFRYE_MUSEUM,0.0,2014_03
314,GEFFRYE_MUSEUM,6.0,2014_04
315,GEFFRYE_MUSEUM,7.0,2014_05
316,GEFFRYE_MUSEUM,5.0,2014_06
317,GEFFRYE_MUSEUM,13.0,2014_07
318,GEFFRYE_MUSEUM,8.0,2014_08
319,GEFFRYE_MUSEUM,6.0,2014_09
320,GEFFRYE_MUSEUM,12.0,2014_10
321,GEFFRYE_MUSEUM,6.0,2014_11
322,GEFFRYE_MUSEUM,3.0,2014_12
323,GEFFRYE_MUSEUM,1.0,2015_01
324,GEFFRYE_MUSEUM,4.0,2015_02
325,GEFFRYE_MUSEUM,3.0,2015_03
326,GEFFRYE_MUSEUM,3.0,2015_04
327,GEFFRYE_MUSEUM,7.0,2015_05
328,GEFFRYE_MUSEUM,4.0,2015_06
329,GEFFRYE_MUSEUM,6.0,2015_07
330,GEFFRYE_MUSEUM,0.0,2015_08
331,GEFFRYE_MUSEUM,0.0,2015_09
332,GEFFRYE_MUSEUM,2.0,2015_10
333,GEFFRYE_MUSEUM,0.0,2015_11
334,GEFFRYE_MUSEUM,0.0,2015_12
335,GEFFRYE_MUSEUM,0.0,2016_01
336,GEFFRYE_MUSEUM,0.0,2016_02
337,GEFFRYE_MUSEUM,1.0,2016_03
338,GEFFRYE_MUSEUM,0.0,2016_04
339,GEFFRYE_MUSEUM,0.0,2016_05
340,GEFFRYE_MUSEUM,0.0,2016_06
341,GEFFRYE_MUSEUM,19.0,2016_07
342,GEFFRYE_MUSEUM,14.0,2016_08
343,HMS_BELFAST_(IWM),1.0,2014_01
344,HMS_BELFAST_(IWM),5.0,2014_02
345,HMS_BELFAST_(IWM),6.0,2014_03
346,HMS_BELFAST_(IWM),5.0,2014_04
347,HMS_BELFAST_(IWM),16.0,2014_05
348,HMS_BELFAST_(IWM),3.0,2014_06
349,HMS_BELFAST_(IWM),16.0,2014_07
350,HMS_BELFAST_(IWM),16.0,2014_08
351,HMS_BELFAST_(IWM),13.0,2014_09
352,HMS_BELFAST_(IWM),11.0,2014_10
353,HMS_BELFAST_(IWM),10.0,2014_11
354,HMS_BELFAST_(IWM),3.0,2014_12
355,HMS_BELFAST_(IWM),5.0,2015_01
356,HMS_BELFAST_(IWM),6.0,2015_02
357,HMS_BELFAST_(IWM),6.0,2015_03
358,HMS_BELFAST_(IWM),3.0,2015_04
359,HMS_BELFAST_(IWM),7.0,2015_05
360,HMS_BELFAST_(IWM),3.0,2015_06
361,HMS_BELFAST_(IWM),2.0,2015_07
362,HMS_BELFAST_(IWM),9.0,2015_08
363,HMS_BELFAST_(IWM),3.0,2015_09
364,HMS_BELFAST_(IWM),5.0,2015_10
365,HMS_BELFAST_(IWM),3.0,2015_11
366,HMS_BELFAST_(IWM),4.0,2015_12
367,HMS_BELFAST_(IWM),1.0,2016_01
368,HMS_BELFAST_(IWM),3.0,2016_02
369,HMS_BELFAST_(IWM),1.0,2016_03
370,HMS_BELFAST_(IWM),2.0,2016_04
371,HMS_BELFAST_(IWM),1.0,2016_05
372,HMS_BELFAST_(IWM),0.0,2016_06
373,HMS_BELFAST_(IWM),4.0,2016_07
374,HMS_BELFAST_(IWM),1.0,2016_08
375,HORNIMAN_MUSEUM,8.0,2014_01
376,HORNIMAN_MUSEUM,16.0,2014_02
377,HORNIMAN_MUSEUM,18.0,2014_03
378,HORNIMAN_MUSEUM,18.0,2014_04
379,HORNIMAN_MUSEUM,14.0,2014_05
380,HORNIMAN_MUSEUM,5.0,2014_06
381,HORNIMAN_MUSEUM,0.0,2014_07
382,HORNIMAN_MUSEUM,0.0,2014_08
383,HORNIMAN_MUSEUM,0.0,2014_09
384,HORNIMAN_MUSEUM,0.0,2014_10
385,HORNIMAN_MUSEUM,0.0,2014_11
386,HORNIMAN_MUSEUM,0.0,2014_12
387,HORNIMAN_MUSEUM,2.0,2015_01
388,HORNIMAN_MUSEUM,5.0,2015_02
389,HORNIMAN_MUSEUM,4.0,2015_03
390,HORNIMAN_MUSEUM,13.0,2015_04
391,HORNIMAN_MUSEUM,6.0,2015_05
392,HORNIMAN_MUSEUM,3.0,2015_06
393,HORNIMAN_MUSEUM,1.0,2015_07
394,HORNIMAN_MUSEUM,8.0,2015_08
395,HORNIMAN_MUSEUM,3.0,2015_09
396,HORNIMAN_MUSEUM,2.0,2015_10
397,HORNIMAN_MUSEUM,0.0,2015_11
398,HORNIMAN_MUSEUM,2.0,2015_12
399,HORNIMAN_MUSEUM,0.0,2016_01
400,HORNIMAN_MUSEUM,2.0,2016_02
401,HORNIMAN_MUSEUM,1.0,2016_03
402,HORNIMAN_MUSEUM,6.0,2016_04
403,HORNIMAN_MUSEUM,3.0,2016_05
404,HORNIMAN_MUSEUM,3.0,2016_06
405,HORNIMAN_MUSEUM,5.0,2016_07
406,HORNIMAN_MUSEUM,21.0,2016_08
407,IWM_DUXFORD,6.0,2014_01
408,IWM_DUXFORD,10.0,2014_02
409,IWM_DUXFORD,26.0,2014_03
410,IWM_DUXFORD,30.0,2014_04
411,IWM_DUXFORD,38.0,2014_05
412,IWM_DUXFORD,27.0,2014_06
413,IWM_DUXFORD,42.0,2014_07
414,IWM_DUXFORD,38.0,2014_08
415,IWM_DUXFORD,46.0,2014_09
416,IWM_DUXFORD,18.0,2014_10
417,IWM_DUXFORD,22.0,2014_11
418,IWM_DUXFORD,14.0,2014_12
419,IWM_DUXFORD,4.0,2015_01
420,IWM_DUXFORD,13.0,2015_02
421,IWM_DUXFORD,25.0,2015_03
422,IWM_DUXFORD,27.0,2015_04
423,IWM_DUXFORD,24.0,2015_05
424,IWM_DUXFORD,11.0,2015_06
425,IWM_DUXFORD,13.0,2015_07
426,IWM_DUXFORD,14.0,2015_08
427,IWM_DUXFORD,48.0,2015_09
428,IWM_DUXFORD,18.0,2015_10
429,IWM_DUXFORD,12.0,2015_11
430,IWM_DUXFORD,29.0,2015_12
431,IWM_DUXFORD,8.0,2016_01
432,IWM_DUXFORD,10.0,2016_02
433,IWM_DUXFORD,22.0,2016_03
434,IWM_DUXFORD,17.0,2016_04
435,IWM_DUXFORD,34.0,2016_05
436,IWM_DUXFORD,24.0,2016_06
437,IWM_DUXFORD,57.0,2016_07
438,IWM_DUXFORD,23.0,2016_08
439,IWM_NORTH,11.0,2014_01
440,IWM_NORTH,22.0,2014_02
441,IWM_NORTH,18.0,2014_03
442,IWM_NORTH,16.0,2014_04
443,IWM_NORTH,11.0,2014_05
444,IWM_NORTH,20.0,2014_06
445,IWM_NORTH,31.0,2014_07
446,IWM_NORTH,32.0,2014_08
447,IWM_NORTH,16.0,2014_09
448,IWM_NORTH,22.0,2014_10
449,IWM_NORTH,23.0,2014_11
450,IWM_NORTH,14.0,2014_12
451,IWM_NORTH,14.0,2015_01
452,IWM_NORTH,15.0,2015_02
453,IWM_NORTH,21.0,2015_03
454,IWM_NORTH,24.0,2015_04
455,IWM_NORTH,14.0,2015_05
456,IWM_NORTH,8.0,2015_06
457,IWM_NORTH,11.0,2015_07
458,IWM_NORTH,17.0,2015_08
459,IWM_NORTH,8.0,2015_09
460,IWM_NORTH,12.0,2015_10
461,IWM_NORTH,22.0,2015_11
462,IWM_NORTH,10.0,2015_12
463,IWM_NORTH,6.0,2016_01
464,IWM_NORTH,19.0,2016_02
465,IWM_NORTH,14.0,2016_03
466,IWM_NORTH,5.0,2016_04
467,IWM_NORTH,13.0,2016_05
468,IWM_NORTH,16.0,2016_06
469,IWM_NORTH,12.0,2016_07
470,IWM_NORTH,4.0,2016_08
471,NATIONAL_COAL_MINING_MUSEUM,4.0,2014_01
472,NATIONAL_COAL_MINING_MUSEUM,5.0,2014_02
473,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_03
474,NATIONAL_COAL_MINING_MUSEUM,1.0,2014_04
475,NATIONAL_COAL_MINING_MUSEUM,2.0,2014_05
476,NATIONAL_COAL_MINING_MUSEUM,1.0,2014_06
477,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_07
478,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_08
479,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_09
480,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_10
481,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_11
482,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_12
483,NATIONAL_COAL_MINING_MUSEUM,3.0,2015_01
484,NATIONAL_COAL_MINING_MUSEUM,4.0,2015_02
485,NATIONAL_COAL_MINING_MUSEUM,2.0,2015_03
486,NATIONAL_COAL_MINING_MUSEUM,4.0,2015_04
487,NATIONAL_COAL_MINING_MUSEUM,4.0,2015_05
488,NATIONAL_COAL_MINING_MUSEUM,0.0,2015_06
489,NATIONAL_COAL_MINING_MUSEUM,1.0,2015_07
490,NATIONAL_COAL_MINING_MUSEUM,4.0,2015_08
491,NATIONAL_COAL_MINING_MUSEUM,0.0,2015_09
492,NATIONAL_COAL_MINING_MUSEUM,3.0,2015_10
493,NATIONAL_COAL_MINING_MUSEUM,0.0,2015_11
494,NATIONAL_COAL_MINING_MUSEUM,2.0,2015_12
495,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_01
496,NATIONAL_COAL_MINING_MUSEUM,4.0,2016_02
497,NATIONAL_COAL_MINING_MUSEUM,1.0,2016_03
498,NATIONAL_COAL_MINING_MUSEUM,1.0,2016_04
499,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_05
500,NATIONAL_COAL_MINING_MUSEUM,6.0,2016_06
501,NATIONAL_COAL_MINING_MUSEUM,3.0,2016_07
502,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_08
503,NATIONAL_GALLERY,36.0,2014_04
504,NATIONAL_GALLERY,99.0,2014_05
505,NATIONAL_GALLERY,83.0,2014_06
506,NATIONAL_GALLERY,168.0,2014_07
507,NATIONAL_GALLERY,120.0,2014_08
508,NATIONAL_GALLERY,113.0,2014_09
509,NATIONAL_GALLERY,80.0,2014_10
510,NATIONAL_GALLERY,61.0,2014_11
511,NATIONAL_GALLERY,86.0,2014_12
512,NATIONAL_GALLERY,213.0,2015_01
513,NATIONAL_GALLERY,222.0,2015_02
514,NATIONAL_GALLERY,386.0,2015_03
515,NATIONAL_GALLERY,357.0,2015_04
516,NATIONAL_GALLERY,221.0,2015_05
517,NATIONAL_GALLERY,226.0,2015_06
518,NATIONAL_GALLERY,232.0,2015_07
519,NATIONAL_GALLERY,266.0,2015_08
520,NATIONAL_GALLERY,279.0,2015_09
521,NATIONAL_GALLERY,222.0,2015_10
522,NATIONAL_GALLERY,213.0,2015_11
523,NATIONAL_GALLERY,188.0,2015_12
524,NATIONAL_GALLERY,247.0,2016_01
525,NATIONAL_GALLERY,260.0,2016_02
526,NATIONAL_GALLERY,277.0,2016_03
527,NATIONAL_GALLERY,137.0,2016_04
528,NATIONAL_GALLERY,40.0,2016_05
529,NATIONAL_GALLERY,45.0,2016_06
530,NATIONAL_GALLERY,43.0,2016_07
