,place,tw_visit,ym
253,(V&A)_SOUTH_KENSINGTON,294.0,2016_08
254,BRITISH_MUSEUM,108.0,2014_04
255,BRITISH_MUSEUM,522.0,2014_05
256,BRITISH_MUSEUM,489.0,2014_06
257,BRITISH_MUSEUM,535.0,2014_07
258,BRITISH_MUSEUM,499.0,2014_08
259,BRITISH_MUSEUM,443.0,2014_09
260,BRITISH_MUSEUM,500.0,2014_10
261,BRITISH_MUSEUM,391.0,2014_11
262,BRITISH_MUSEUM,393.0,2014_12
263,BRITISH_MUSEUM,420.0,2015_01
264,BRITISH_MUSEUM,489.0,2015_02
265,BRITISH_MUSEUM,492.0,2015_03
266,BRITISH_MUSEUM,538.0,2015_04
267,BRITISH_MUSEUM,398.0,2015_05
268,BRITISH_MUSEUM,396.0,2015_06
269,BRITISH_MUSEUM,462.0,2015_07
270,BRITISH_MUSEUM,545.0,2015_08
271,BRITISH_MUSEUM,667.0,2015_09
272,BRITISH_MUSEUM,582.0,2015_10
273,BRITISH_MUSEUM,493.0,2015_11
274,BRITISH_MUSEUM,360.0,2015_12
275,BRITISH_MUSEUM,471.0,2016_01
276,BRITISH_MUSEUM,405.0,2016_02
277,BRITISH_MUSEUM,513.0,2016_03
278,BRITISH_MUSEUM,468.0,2016_04
279,BRITISH_MUSEUM,436.0,2016_05
280,BRITISH_MUSEUM,428.0,2016_06
281,BRITISH_MUSEUM,479.0,2016_07
282,BRITISH_MUSEUM,178.0,2016_08
283,CHURCHILL_WAR_ROOMS_(IWM),25.0,2014_04
284,CHURCHILL_WAR_ROOMS_(IWM),82.0,2014_05
285,CHURCHILL_WAR_ROOMS_(IWM),83.0,2014_06
286,CHURCHILL_WAR_ROOMS_(IWM),99.0,2014_07
287,CHURCHILL_WAR_ROOMS_(IWM),82.0,2014_08
288,CHURCHILL_WAR_ROOMS_(IWM),152.0,2014_09
289,CHURCHILL_WAR_ROOMS_(IWM),112.0,2014_10
290,CHURCHILL_WAR_ROOMS_(IWM),106.0,2014_11
291,CHURCHILL_WAR_ROOMS_(IWM),85.0,2014_12
292,CHURCHILL_WAR_ROOMS_(IWM),106.0,2015_01
293,CHURCHILL_WAR_ROOMS_(IWM),148.0,2015_02
294,CHURCHILL_WAR_ROOMS_(IWM),197.0,2015_03
295,CHURCHILL_WAR_ROOMS_(IWM),186.0,2015_04
296,CHURCHILL_WAR_ROOMS_(IWM),62.0,2015_05
297,CHURCHILL_WAR_ROOMS_(IWM),25.0,2015_06
298,CHURCHILL_WAR_ROOMS_(IWM),60.0,2015_07
299,CHURCHILL_WAR_ROOMS_(IWM),56.0,2015_08
300,CHURCHILL_WAR_ROOMS_(IWM),59.0,2015_09
301,CHURCHILL_WAR_ROOMS_(IWM),74.0,2015_10
302,CHURCHILL_WAR_ROOMS_(IWM),55.0,2015_11
303,CHURCHILL_WAR_ROOMS_(IWM),83.0,2015_12
304,CHURCHILL_WAR_ROOMS_(IWM),78.0,2016_01
305,CHURCHILL_WAR_ROOMS_(IWM),45.0,2016_02
306,CHURCHILL_WAR_ROOMS_(IWM),48.0,2016_03
307,CHURCHILL_WAR_ROOMS_(IWM),58.0,2016_04
308,CHURCHILL_WAR_ROOMS_(IWM),23.0,2016_05
309,CHURCHILL_WAR_ROOMS_(IWM),15.0,2016_06
310,CHURCHILL_WAR_ROOMS_(IWM),19.0,2016_07
311,CHURCHILL_WAR_ROOMS_(IWM),10.0,2016_08
312,GEFFRYE_MUSEUM,2.0,2014_01
313,GEFFRYE_MUSEUM,4.0,2014_02
314,GEFFRYE_MUSEUM,3.0,2014_03
315,GEFFRYE_MUSEUM,16.0,2014_04
316,GEFFRYE_MUSEUM,10.0,2014_05
317,GEFFRYE_MUSEUM,5.0,2014_06
318,GEFFRYE_MUSEUM,14.0,2014_07
319,GEFFRYE_MUSEUM,12.0,2014_08
320,GEFFRYE_MUSEUM,9.0,2014_09
321,GEFFRYE_MUSEUM,14.0,2014_10
322,GEFFRYE_MUSEUM,10.0,2014_11
323,GEFFRYE_MUSEUM,9.0,2014_12
324,GEFFRYE_MUSEUM,8.0,2015_01
325,GEFFRYE_MUSEUM,11.0,2015_02
326,GEFFRYE_MUSEUM,14.0,2015_03
327,GEFFRYE_MUSEUM,18.0,2015_04
328,GEFFRYE_MUSEUM,13.0,2015_05
329,GEFFRYE_MUSEUM,12.0,2015_06
330,GEFFRYE_MUSEUM,12.0,2015_07
331,GEFFRYE_MUSEUM,0.0,2015_08
332,GEFFRYE_MUSEUM,1.0,2015_09
333,GEFFRYE_MUSEUM,2.0,2015_10
334,GEFFRYE_MUSEUM,0.0,2015_11
335,GEFFRYE_MUSEUM,0.0,2015_12
336,GEFFRYE_MUSEUM,0.0,2016_01
337,GEFFRYE_MUSEUM,0.0,2016_02
338,GEFFRYE_MUSEUM,1.0,2016_03
339,GEFFRYE_MUSEUM,0.0,2016_04
340,GEFFRYE_MUSEUM,0.0,2016_05
341,GEFFRYE_MUSEUM,0.0,2016_06
342,GEFFRYE_MUSEUM,19.0,2016_07
343,GEFFRYE_MUSEUM,14.0,2016_08
344,HMS_BELFAST_(IWM),7.0,2014_01
345,HMS_BELFAST_(IWM),8.0,2014_02
346,HMS_BELFAST_(IWM),10.0,2014_03
347,HMS_BELFAST_(IWM),10.0,2014_04
348,HMS_BELFAST_(IWM),20.0,2014_05
349,HMS_BELFAST_(IWM),10.0,2014_06
350,HMS_BELFAST_(IWM),19.0,2014_07
351,HMS_BELFAST_(IWM),19.0,2014_08
352,HMS_BELFAST_(IWM),20.0,2014_09
353,HMS_BELFAST_(IWM),16.0,2014_10
354,HMS_BELFAST_(IWM),23.0,2014_11
355,HMS_BELFAST_(IWM),7.0,2014_12
356,HMS_BELFAST_(IWM),12.0,2015_01
357,HMS_BELFAST_(IWM),18.0,2015_02
358,HMS_BELFAST_(IWM),16.0,2015_03
359,HMS_BELFAST_(IWM),9.0,2015_04
360,HMS_BELFAST_(IWM),14.0,2015_05
361,HMS_BELFAST_(IWM),11.0,2015_06
362,HMS_BELFAST_(IWM),6.0,2015_07
363,HMS_BELFAST_(IWM),18.0,2015_08
364,HMS_BELFAST_(IWM),23.0,2015_09
365,HMS_BELFAST_(IWM),25.0,2015_10
366,HMS_BELFAST_(IWM),12.0,2015_11
367,HMS_BELFAST_(IWM),20.0,2015_12
368,HMS_BELFAST_(IWM),10.0,2016_01
369,HMS_BELFAST_(IWM),22.0,2016_02
370,HMS_BELFAST_(IWM),19.0,2016_03
371,HMS_BELFAST_(IWM),5.0,2016_04
372,HMS_BELFAST_(IWM),2.0,2016_05
373,HMS_BELFAST_(IWM),1.0,2016_06
374,HMS_BELFAST_(IWM),4.0,2016_07
375,HMS_BELFAST_(IWM),1.0,2016_08
376,HORNIMAN_MUSEUM,9.0,2014_01
377,HORNIMAN_MUSEUM,18.0,2014_02
378,HORNIMAN_MUSEUM,24.0,2014_03
379,HORNIMAN_MUSEUM,33.0,2014_04
380,HORNIMAN_MUSEUM,30.0,2014_05
381,HORNIMAN_MUSEUM,20.0,2014_06
382,HORNIMAN_MUSEUM,0.0,2014_07
383,HORNIMAN_MUSEUM,0.0,2014_08
384,HORNIMAN_MUSEUM,0.0,2014_09
385,HORNIMAN_MUSEUM,0.0,2014_10
386,HORNIMAN_MUSEUM,0.0,2014_11
387,HORNIMAN_MUSEUM,0.0,2014_12
388,HORNIMAN_MUSEUM,4.0,2015_01
389,HORNIMAN_MUSEUM,9.0,2015_02
390,HORNIMAN_MUSEUM,6.0,2015_03
391,HORNIMAN_MUSEUM,15.0,2015_04
392,HORNIMAN_MUSEUM,7.0,2015_05
393,HORNIMAN_MUSEUM,3.0,2015_06
394,HORNIMAN_MUSEUM,2.0,2015_07
395,HORNIMAN_MUSEUM,9.0,2015_08
396,HORNIMAN_MUSEUM,3.0,2015_09
397,HORNIMAN_MUSEUM,3.0,2015_10
398,HORNIMAN_MUSEUM,0.0,2015_11
399,HORNIMAN_MUSEUM,3.0,2015_12
400,HORNIMAN_MUSEUM,5.0,2016_01
401,HORNIMAN_MUSEUM,40.0,2016_02
402,HORNIMAN_MUSEUM,28.0,2016_03
403,HORNIMAN_MUSEUM,23.0,2016_04
404,HORNIMAN_MUSEUM,4.0,2016_05
405,HORNIMAN_MUSEUM,3.0,2016_06
406,HORNIMAN_MUSEUM,5.0,2016_07
407,HORNIMAN_MUSEUM,21.0,2016_08
408,IWM_DUXFORD,6.0,2014_01
409,IWM_DUXFORD,12.0,2014_02
410,IWM_DUXFORD,28.0,2014_03
411,IWM_DUXFORD,31.0,2014_04
412,IWM_DUXFORD,38.0,2014_05
413,IWM_DUXFORD,27.0,2014_06
414,IWM_DUXFORD,44.0,2014_07
415,IWM_DUXFORD,38.0,2014_08
416,IWM_DUXFORD,46.0,2014_09
417,IWM_DUXFORD,19.0,2014_10
418,IWM_DUXFORD,22.0,2014_11
419,IWM_DUXFORD,14.0,2014_12
420,IWM_DUXFORD,5.0,2015_01
421,IWM_DUXFORD,13.0,2015_02
422,IWM_DUXFORD,25.0,2015_03
423,IWM_DUXFORD,28.0,2015_04
424,IWM_DUXFORD,25.0,2015_05
425,IWM_DUXFORD,11.0,2015_06
426,IWM_DUXFORD,13.0,2015_07
427,IWM_DUXFORD,14.0,2015_08
428,IWM_DUXFORD,48.0,2015_09
429,IWM_DUXFORD,19.0,2015_10
430,IWM_DUXFORD,12.0,2015_11
431,IWM_DUXFORD,29.0,2015_12
432,IWM_DUXFORD,8.0,2016_01
433,IWM_DUXFORD,10.0,2016_02
434,IWM_DUXFORD,22.0,2016_03
435,IWM_DUXFORD,17.0,2016_04
436,IWM_DUXFORD,34.0,2016_05
437,IWM_DUXFORD,24.0,2016_06
438,IWM_DUXFORD,57.0,2016_07
439,IWM_DUXFORD,23.0,2016_08
440,IWM_NORTH,17.0,2014_01
441,IWM_NORTH,28.0,2014_02
442,IWM_NORTH,20.0,2014_03
443,IWM_NORTH,27.0,2014_04
444,IWM_NORTH,30.0,2014_05
445,IWM_NORTH,35.0,2014_06
446,IWM_NORTH,48.0,2014_07
447,IWM_NORTH,44.0,2014_08
448,IWM_NORTH,18.0,2014_09
449,IWM_NORTH,26.0,2014_10
450,IWM_NORTH,32.0,2014_11
451,IWM_NORTH,15.0,2014_12
452,IWM_NORTH,19.0,2015_01
453,IWM_NORTH,18.0,2015_02
454,IWM_NORTH,27.0,2015_03
455,IWM_NORTH,25.0,2015_04
456,IWM_NORTH,14.0,2015_05
457,IWM_NORTH,13.0,2015_06
458,IWM_NORTH,11.0,2015_07
459,IWM_NORTH,20.0,2015_08
460,IWM_NORTH,9.0,2015_09
461,IWM_NORTH,12.0,2015_10
462,IWM_NORTH,22.0,2015_11
463,IWM_NORTH,12.0,2015_12
464,IWM_NORTH,6.0,2016_01
465,IWM_NORTH,19.0,2016_02
466,IWM_NORTH,15.0,2016_03
467,IWM_NORTH,6.0,2016_04
468,IWM_NORTH,14.0,2016_05
469,IWM_NORTH,16.0,2016_06
470,IWM_NORTH,12.0,2016_07
471,IWM_NORTH,7.0,2016_08
472,NATIONAL_COAL_MINING_MUSEUM,5.0,2014_01
473,NATIONAL_COAL_MINING_MUSEUM,8.0,2014_02
474,NATIONAL_COAL_MINING_MUSEUM,1.0,2014_03
475,NATIONAL_COAL_MINING_MUSEUM,2.0,2014_04
476,NATIONAL_COAL_MINING_MUSEUM,2.0,2014_05
477,NATIONAL_COAL_MINING_MUSEUM,3.0,2014_06
478,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_07
479,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_08
480,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_09
481,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_10
482,NATIONAL_COAL_MINING_MUSEUM,0.0,2014_11
483,NATIONAL_COAL_MINING_MUSEUM,3.0,2014_12
484,NATIONAL_COAL_MINING_MUSEUM,5.0,2015_01
485,NATIONAL_COAL_MINING_MUSEUM,9.0,2015_02
486,NATIONAL_COAL_MINING_MUSEUM,6.0,2015_03
487,NATIONAL_COAL_MINING_MUSEUM,5.0,2015_04
488,NATIONAL_COAL_MINING_MUSEUM,5.0,2015_05
489,NATIONAL_COAL_MINING_MUSEUM,1.0,2015_06
490,NATIONAL_COAL_MINING_MUSEUM,2.0,2015_07
491,NATIONAL_COAL_MINING_MUSEUM,5.0,2015_08
492,NATIONAL_COAL_MINING_MUSEUM,0.0,2015_09
493,NATIONAL_COAL_MINING_MUSEUM,3.0,2015_10
494,NATIONAL_COAL_MINING_MUSEUM,0.0,2015_11
495,NATIONAL_COAL_MINING_MUSEUM,2.0,2015_12
496,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_01
497,NATIONAL_COAL_MINING_MUSEUM,4.0,2016_02
498,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_03
499,NATIONAL_COAL_MINING_MUSEUM,1.0,2016_04
500,NATIONAL_COAL_MINING_MUSEUM,2.0,2016_05
501,NATIONAL_COAL_MINING_MUSEUM,7.0,2016_06
502,NATIONAL_COAL_MINING_MUSEUM,3.0,2016_07
503,NATIONAL_COAL_MINING_MUSEUM,3.0,2016_08
504,NATIONAL_GALLERY,59.0,2014_04
505,NATIONAL_GALLERY,140.0,2014_05
506,NATIONAL_GALLERY,133.0,2014_06
507,NATIONAL_GALLERY,212.0,2014_07
508,NATIONAL_GALLERY,162.0,2014_08
509,NATIONAL_GALLERY,155.0,2014_09
510,NATIONAL_GALLERY,118.0,2014_10
511,NATIONAL_GALLERY,101.0,2014_11
512,NATIONAL_GALLERY,120.0,2014_12
513,NATIONAL_GALLERY,282.0,2015_01
514,NATIONAL_GALLERY,258.0,2015_02
515,NATIONAL_GALLERY,429.0,2015_03
516,NATIONAL_GALLERY,393.0,2015_04
517,NATIONAL_GALLERY,240.0,2015_05
518,NATIONAL_GALLERY,273.0,2015_06
519,NATIONAL_GALLERY,244.0,2015_07
520,NATIONAL_GALLERY,271.0,2015_08
521,NATIONAL_GALLERY,288.0,2015_09
522,NATIONAL_GALLERY,227.0,2015_10
523,NATIONAL_GALLERY,216.0,2015_11
524,NATIONAL_GALLERY,190.0,2015_12
525,NATIONAL_GALLERY,253.0,2016_01
526,NATIONAL_GALLERY,261.0,2016_02
527,NATIONAL_GALLERY,284.0,2016_03
528,NATIONAL_GALLERY,228.0,2016_04
529,NATIONAL_GALLERY,160.0,2016_05
530,NATIONAL_GALLERY,230.0,2016_06
